sequence_id,stride,start,n_views,median_gap_deg,mean_gap_deg,p90_gap_deg,total_coverage_deg,trajectory_arc_length,rot_median,rot_p90,rot_mean,center_median_norm,center_p90_norm,trajectory_cosine,neighbor_rpe_rot,neighbor_rpe_trans,pose_gate,frame_indices
plantview__langdon_4__15-04-24,20,3,16,8.811574204742664,8.978374422264618,13.658570726835743,179.4911002647577,44.020161936355166,16.9613529555355,149.19534090873947,50.81606013603954,0.35049102959286127,0.8308560769250231,0.8640114084799968,70.19692403243249,0.7584819432573453,FAIL,"3,23,43,63,83,103,123,143,163,183,203,223,243,263,283,303"
plantview__langdon_4__15-04-24,20,6,16,8.811574204742664,8.978374422264618,13.658570726835743,179.4911002647577,44.020161936355166,8.324490785613973,74.70003042114926,24.491121974178853,0.17777476770426215,0.30119940999287953,0.9542592720462437,44.397662926459816,0.4783105058578258,FAIL,"6,26,46,66,86,106,126,146,166,186,206,226,246,266,286,306"
plantview__langdon_4__15-04-24,20,10,16,8.811574204742664,8.978374422264618,13.658570726835743,179.4911002647577,44.020161936355166,1.2232516301886496,3.422803884793903,1.557507369840696,0.04914892838315548,0.07234699360294947,0.9973593293604163,2.242545623103618,0.08407092588602498,PASS,"10,30,50,70,90,110,130,150,170,190,210,230,250,270,290,310"
plantview__langdon_4__15-04-24,20,13,16,8.811574204742664,8.978374422264618,13.658570726835743,179.4911002647577,44.020161936355166,2.524998816878325,6.56043941028087,3.139745608816122,0.04828009216588973,0.08396920261678484,0.9958837717658248,4.849606117653014,0.08909436884367726,PASS,"13,33,53,73,93,113,133,153,173,193,213,233,253,273,293,313"
plantview__langdon_4__19-03-24,1,0,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,2.456694148761975,3.7474056783834713,2.118848633054065,0.040604127122377646,0.07352323574122643,0.994096028466367,0.9411063790103193,0.12259762532735254,PASS,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
plantview__langdon_4__19-03-24,1,60,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,4.564382265767177,12.769790298630692,6.338776887761927,0.07502087963736709,0.15422075840992303,0.9722480429624613,2.080047566531021,0.19789847228564214,PASS,"60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75"
plantview__langdon_4__19-03-24,1,121,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,7.703401733631136,9.939951634834676,7.990210073737421,0.1867129903160804,0.3532648865831536,0.9509470476797449,1.8537656299538374,0.26898774904546807,PASS,"121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136"
plantview__langdon_4__19-03-24,1,182,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,7.056743267936696,11.315211639932361,8.485415351315524,0.22466874054811908,0.3369395565243364,0.8791318776946871,1.9575744159971358,0.2972083810524843,PASS,"182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197"
plantview__langdon_4__19-03-24,1,243,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,3.9751380683791915,14.71155963355937,5.914102254219506,0.04952614701381537,0.1351366286145802,0.8734358201832405,2.357238045542234,0.256830131492975,PASS,"243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258"
plantview__langdon_4__19-03-24,2,0,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,8.199366704558457,9.613740010965298,7.826027877656477,0.18460311194291917,0.24260673240234126,0.9891842840449115,1.894279062170556,0.1437110093089605,PASS,"0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30"
plantview__langdon_4__19-03-24,2,57,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,1.8167149848156967,4.389190235863776,2.187775545850613,0.04555921416420467,0.08480991001560557,0.9919988339591927,1.731401593362221,0.12084539120858513,PASS,"57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87"
plantview__langdon_4__19-03-24,2,115,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,3.6528097565766284,7.484611358330967,4.042058132842479,0.04457546960473834,0.07883789258268245,0.994985020221205,2.54403552220093,0.12851177002194075,PASS,"115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145"
plantview__langdon_4__19-03-24,2,173,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,4.025306973556708,9.863040983906776,5.034193152658446,0.09435187486385634,0.17545632262692934,0.9666237833710333,3.9581613061555996,0.23521650627652774,PASS,"173,175,177,179,181,183,185,187,189,191,193,195,197,199,201,203"
plantview__langdon_4__19-03-24,2,231,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,8.880026391586238,17.28011581969485,8.931440343508747,0.13686503141952255,0.33827722185727305,0.9711580999905423,3.242884993517605,0.24894756536339752,PASS,"231,233,235,237,239,241,243,245,247,249,251,253,255,257,259,261"
plantview__langdon_4__19-03-24,4,0,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,16.312554305697915,25.647139402059224,15.995381097391476,0.29390427705953076,0.5926712028230587,0.974224738654642,5.795759507011346,0.1611321998480073,FAIL,"0,4,8,12,16,20,24,28,32,36,40,44,48,52,56,60"
plantview__langdon_4__19-03-24,4,51,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,0.8791174082648757,3.340769807111196,1.1561837117213618,0.026609866604831993,0.04943691049458606,0.9986406959203975,1.4070846099542538,0.05310790155020018,PASS,"51,55,59,63,67,71,75,79,83,87,91,95,99,103,107,111"
plantview__langdon_4__19-03-24,4,103,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,5.691017718697843,13.483266482059,6.836314003248344,0.08317870582740389,0.11969784466615654,0.9948872310783551,4.010469389802299,0.08953642325253343,PASS,"103,107,111,115,119,123,127,131,135,139,143,147,151,155,159,163"
plantview__langdon_4__19-03-24,4,155,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,7.050886883059053,17.092018143403873,8.926659052127222,0.14150062490410065,0.250713434485189,0.9802611217442326,6.541879029853827,0.1877937563906576,PASS,"155,159,163,167,171,175,179,183,187,191,195,199,203,207,211,215"
plantview__langdon_4__19-03-24,4,207,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,3.622029076104724,5.270247868891341,3.9962894058313783,0.07977383967638366,0.13295787055617364,0.9911930041406087,4.752870333435229,0.15425445320624043,PASS,"207,211,215,219,223,227,231,235,239,243,247,251,255,259,263,267"
plantview__langdon_4__19-03-24,6,0,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,20.949331583174835,37.597714921732134,22.29930914798558,0.32870931478356524,0.6171941367656306,0.9624311480316989,10.608525147406668,0.27072162637188957,FAIL,"0,6,12,18,24,30,36,42,48,54,60,66,72,78,84,90"
plantview__langdon_4__19-03-24,6,45,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,1.028600984274975,2.3616891646559854,1.058180488453728,0.03410456874077084,0.060149790055170835,0.9987373950916003,0.9582503276719145,0.055913883366502395,PASS,"45,51,57,63,69,75,81,87,93,99,105,111,117,123,129,135"
plantview__langdon_4__19-03-24,6,91,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,16.903822453832458,30.24783539744931,18.03612877869754,0.239054212589507,0.38464426168184185,0.9554155265607747,9.679519666790771,0.21755281069809748,FAIL,"91,97,103,109,115,121,127,133,139,145,151,157,163,169,175,181"
plantview__langdon_4__19-03-24,6,137,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,6.6195238581967,17.012712332030986,8.664770262044996,0.10075690263840506,0.2560244327922493,0.969980599717811,6.228514082359571,0.14256806584050166,PASS,"137,143,149,155,161,167,173,179,185,191,197,203,209,215,221,227"
plantview__langdon_4__19-03-24,6,183,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,17.082264891232597,33.7410981580731,17.60720015694192,0.23768130293601386,0.5485860578826873,0.9562726848974233,11.407473292088508,0.3072666826692808,FAIL,"183,189,195,201,207,213,219,225,231,237,243,249,255,261,267,273"
plantview__langdon_4__19-03-24,8,0,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,34.004806720752114,61.06199102030777,34.24465533064512,0.5059566862623388,0.9383794047058422,0.9141218566065398,15.576858682751531,0.3260474072120149,FAIL,"0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120"
plantview__langdon_4__19-03-24,8,39,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,5.742492687297818,13.994273255119552,8.00073805223008,0.08329778421777465,0.14967956568050048,0.9960418535851087,7.051498602293889,0.09334286309235888,PASS,"39,47,55,63,71,79,87,95,103,111,119,127,135,143,151,159"
plantview__langdon_4__19-03-24,8,79,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,1.7669916163074926,6.353811736304861,2.5684343463116592,0.043720879569712046,0.08689318530928601,0.9985019737945874,3.8372730179733208,0.07714533724431534,PASS,"79,87,95,103,111,119,127,135,143,151,159,167,175,183,191,199"
plantview__langdon_4__19-03-24,8,119,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,11.017417017826773,33.127298804322365,16.0845771005782,0.2019846240910022,0.30277173319245276,0.9892215464647571,12.914396429084464,0.19833999859107232,FAIL,"119,127,135,143,151,159,167,175,183,191,199,207,215,223,231,239"
plantview__langdon_4__19-03-24,8,159,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,34.711854477963456,62.719748107199166,34.19695825310424,0.5499294111065256,1.077289933355641,0.899754375786108,14.306788962353155,0.2873790661321206,FAIL,"159,167,175,183,191,199,207,215,223,231,239,247,255,263,271,279"
plantview__langdon_4__19-03-24,10,0,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,38.499534041852655,62.52867292389301,37.32051726488318,0.42458190682269215,0.7243319932359435,0.90578962499395,19.431755014016822,0.4150231763880573,FAIL,"0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150"
plantview__langdon_4__19-03-24,10,33,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,24.600745648640462,59.89495916849579,30.547678421680537,0.3055807801180664,0.47444824757485765,0.9195162132276072,23.26026158009347,0.4634088459408922,FAIL,"33,43,53,63,73,83,93,103,113,123,133,143,153,163,173,183"
plantview__langdon_4__19-03-24,10,67,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,27.615861452082175,60.052587353340435,32.469013800417216,0.3938395953303847,0.6662545300634692,0.8821442469035866,15.528831261862836,0.38854173748296006,FAIL,"67,77,87,97,107,117,127,137,147,157,167,177,187,197,207,217"
plantview__langdon_4__19-03-24,10,101,16,6.886251900595442,7.770188405414663,11.54770817149742,178.83494951017067,44.03006197166412,31.030390975127002,65.49817075201219,34.90955734452281,0.4971376451659062,1.0440055600249663,0.8315995142138731,28.055567761783564,0.47939685349678035,FAIL,"101,111,121,131,141,151,161,171,181,191,201,211,221,231,241,251"
