frame_a,frame_b,frame_separation,relative_err_deg
0,1,1,2.7856831873031385
1,2,1,2.898567706299497
2,3,1,1.3834231668252996
3,4,1,2.111516790454488
4,5,1,1.8432791404861308
4,5,1,2.7312731053885044
5,6,1,2.4388388713930365
5,6,1,3.0075781295840525
6,7,1,2.5094558661929556
6,7,1,2.2641091236088813
7,8,1,2.58816569061412
7,8,1,2.8224917352313645
8,9,1,2.3361099775364083
8,9,1,2.010999772798556
8,9,1,2.7899105295647937
9,10,1,1.8552603422684248
9,10,1,3.136384618713078
9,10,1,2.9585924349357478
10,11,1,1.7577455441090093
10,11,1,2.8289383246290445
10,11,1,1.2688984774828218
11,12,1,5.4971402804854055
11,12,1,5.799716332864049
11,12,1,6.872393594267751
12,13,1,1.891101704509053
12,13,1,1.0356409573742613
12,13,1,0.8969001251142732
12,13,1,1.2393630523378503
13,14,1,2.309776484992889
13,14,1,2.067380841430583
13,14,1,0.0
13,14,1,1.4772061305931892
14,15,1,0.9660081517690641
14,15,1,0.8621752635610417
14,15,1,0.0
14,15,1,1.1081354014781388
15,16,1,0.7363946378397693
15,16,1,1.6995346480974673
15,16,1,1.366709869313107
16,17,1,1.3982376060386303
16,17,1,2.124007389359382
16,17,1,1.5137449511476966
16,17,1,2.224649314932042
17,18,1,1.7090500059778804
17,18,1,2.0678415867242212
17,18,1,2.2345993139481948
17,18,1,2.3965858589337983
18,19,1,2.323135466716048
18,19,1,1.245177893767666
18,19,1,2.8263341185123037
18,19,1,2.7849560553161976
19,20,1,2.0160455214795237
19,20,1,2.613917847946151
19,20,1,3.1809306678594718
20,21,1,1.6367557603850935
20,21,1,2.4741894558641304
20,21,1,2.4594852664509594
20,21,1,2.7624378410734174
21,22,1,2.514551049222143
21,22,1,1.7415488483667225
21,22,1,2.8660267219568474
21,22,1,3.7440948712087274
22,23,1,1.835701683229473
22,23,1,0.0
22,23,1,1.642488723071981
22,23,1,2.8652704221496905
23,24,1,4.650509773877795
23,24,1,5.937187672438905
23,24,1,7.061051584983295
24,25,1,1.2779133777266125
24,25,1,0.8807875163321159
24,25,1,1.233568181059919
25,26,1,1.385866896679382
25,26,1,1.0311200046911195
25,26,1,1.0233328300703728
26,27,1,1.368319757498901
26,27,1,1.487376704515825
26,27,1,1.1500393296102764
27,28,1,1.5604910239146228
27,28,1,1.3773346634692243
28,29,1,1.824285248461712
28,29,1,2.0670710264813845
29,30,1,2.1416606786375936
29,30,1,2.29814275230803
30,31,1,2.5345994649145327
30,31,1,2.077185857583763
31,32,1,2.475310715857486
32,33,1,2.3487577243082556
33,34,1,2.59902468304055
34,35,1,1.6770642776165365
0,2,2,1.8676029283594597
1,3,2,2.1148882332200394
2,4,2,1.778169335312842
3,5,2,1.323910179006759
4,6,2,1.564167385468973
4,6,2,1.4084875218895159
5,7,2,0.3432212145289224
5,7,2,1.5353093166474674
6,8,2,1.893425831803212
6,8,2,1.027869254526699
7,9,2,0.0
7,9,2,0.0
8,10,2,2.947722582684878
8,10,2,3.9276154214018506
8,10,2,3.396407440064353
9,11,2,0.6657920368049834
9,11,2,0.0
9,11,2,2.1181987218284926
10,12,2,7.106187393811141
10,12,2,8.52257817352286
10,12,2,7.888800327258263
11,13,2,5.211879368913358
11,13,2,5.801037902753936
11,13,2,6.395204273662597
12,14,2,2.2433436582728117
12,14,2,1.9806368747912395
12,14,2,2.222694092064236
12,14,2,1.057754208140987
13,15,2,2.6985856077596493
13,15,2,0.0
13,15,2,0.0
13,15,2,1.7654729965766827
14,16,2,1.6712948054518808
14,16,2,0.8070831137467384
14,16,2,0.9249551202180663
15,17,2,2.1949863845862554
15,17,2,2.16176747518946
15,17,2,1.013457246799455
16,18,2,0.0
16,18,2,1.3239703301446963
16,18,2,1.7193149312130855
16,18,2,0.6359246486737998
17,19,2,0.974914237334162
17,19,2,1.965455019186882
17,19,2,0.0
17,19,2,1.9452642548843264
18,20,2,1.0708540799119166
18,20,2,1.6453905320321711
18,20,2,1.0094854928698072
19,21,2,0.0
19,21,2,0.7521406156803602
19,21,2,1.068783880818936
20,22,2,2.1391695051359787
20,22,2,1.6365972035390721
20,22,2,2.6543808975955274
20,22,2,4.166646751513164
21,23,2,1.1153450533543152
21,23,2,1.0878555530131893
21,23,2,1.5539170869810426
21,23,2,1.547974964943143
22,24,2,5.023444588395555
22,24,2,4.467151843950272
22,24,2,4.915784530221093
23,25,2,4.104104574267339
23,25,2,5.687791825455696
23,25,2,6.644450868219646
24,26,2,0.8816632019502029
24,26,2,0.0
24,26,2,1.3258344328790692
25,27,2,1.0252702935851343
25,27,2,1.1140989707787818
25,27,2,0.5908060662803922
26,28,2,0.36375930422559755
26,28,2,1.2540665240023527
27,29,2,1.6660231891253712
27,29,2,1.7217752577540832
28,30,2,0.7401206078959068
28,30,2,0.9390990463557759
29,31,2,1.5195017151111636
29,31,2,2.0974981416562968
30,32,2,1.3810740643247896
31,33,2,0.9433192232661012
32,34,2,2.89368821941237
33,35,2,1.5357705377392188
0,3,3,2.6399241909911684
1,4,3,4.0734095324218
2,5,3,2.329248301835706
3,6,3,2.7441835576970965
4,7,3,2.073283208632982
4,7,3,2.7462888870912394
5,8,3,2.86968568527269
5,8,3,3.793971653485332
6,9,3,2.3179408268886252
6,9,3,1.5334713556162929
7,10,3,1.926675644961672
7,10,3,3.048116232811356
8,11,3,1.8245727895363952
8,11,3,2.0809877734121294
8,11,3,2.398962474462062
9,12,3,5.148750355491088
9,12,3,5.2190215229051615
9,12,3,5.422854675303957
10,13,3,6.814625591583554
10,13,3,8.440219029445995
10,13,3,7.439499396895953
11,14,3,7.234735503739395
11,14,3,7.134964980320669
11,14,3,7.639998740516481
12,15,3,1.9008827524697234
12,15,3,1.0417700390934108
12,15,3,2.1004521083170227
12,15,3,1.669247004397678
13,16,3,2.8004662900646626
13,16,3,0.0
13,16,3,1.931772351084041
14,17,3,2.9475455094267176
14,17,3,1.0930409400870253
14,17,3,1.1984881482227
15,18,3,1.8437875943730622
15,18,3,1.7719531614198567
15,18,3,1.925452528550211
16,19,3,2.3345092120220294
16,19,3,1.9099364619246757
16,19,3,2.2038822046993927
16,19,3,2.9723052467346553
17,20,3,2.6272841982458424
17,20,3,2.005678400855823
17,20,3,3.1010903633253264
18,21,3,1.1113175395691965
18,21,3,2.84731858217995
18,21,3,2.2784350760916623
19,22,3,1.9920346270900322
19,22,3,1.380034367615914
19,22,3,2.6771831662175947
20,23,3,1.8363697891577566
20,23,3,0.0
20,23,3,1.7401534341961677
20,23,3,1.8838226135705223
21,24,3,6.113837559189923
21,24,3,7.3377605481542005
21,24,3,8.187290754222946
22,25,3,4.485674372163076
22,25,3,4.127452775769995
22,25,3,4.236410216700795
23,26,3,4.245934669490664
23,26,3,5.841115186814817
23,26,3,6.818370001757114
24,27,3,1.3485627159164655
24,27,3,1.3791939922578447
24,27,3,1.3728869271705983
25,28,3,1.358323160540142
25,28,3,1.4832939741169973
26,29,3,1.6105440325268896
26,29,3,2.046732009989705
27,30,3,1.5997263195175095
27,30,3,1.7866000074938144
28,31,3,2.358868081714026
28,31,3,2.60070863905468
29,32,3,3.4667271952727496
30,33,3,2.3056471534717895
31,34,3,2.078871957624964
32,35,3,1.4917220298286262
0,4,4,3.4786988735417594
1,5,4,3.2896990270711757
2,6,4,2.3583956187290576
3,7,4,2.359754440037131
4,8,4,1.804771717555195
4,8,4,2.218395591284117
5,9,4,0.1495211809636915
5,9,4,2.010025067139315
6,10,4,2.2344223805365417
6,10,4,3.0382253042538023
7,11,4,1.0071386905799251
7,11,4,0.753797513350063
8,12,4,5.375854329187935
8,12,4,5.934003504147691
8,12,4,5.460496033510719
9,13,4,4.8404754732080795
9,13,4,5.234758577367281
9,13,4,4.371249626945657
10,14,4,8.906286281002371
10,14,4,9.85982257570137
10,14,4,8.673688097735837
11,15,4,7.0311052367330875
11,15,4,7.000873539883951
11,15,4,6.951850282151361
12,16,4,2.630095703006839
12,16,4,2.985257917995357
12,16,4,1.4663157748469686
13,17,4,3.442793110195106
13,17,4,0.0
13,17,4,1.7852077290080746
14,18,4,2.2397715198061747
14,18,4,0.9586266333862212
14,18,4,1.5100621004469024
15,19,4,3.4104540106641474
15,19,4,2.7567422464447326
15,19,4,1.5610418714077812
16,20,4,1.65559352112803
16,20,4,1.0401975573142583
16,20,4,1.5422538256170193
17,21,4,2.3919461189014752
17,21,4,0.8646354258904203
17,21,4,2.247525797267567
18,22,4,1.4192393902813332
18,22,4,1.894827322853725
18,22,4,1.7892343982631118
19,23,4,0.9153112785689201
19,23,4,0.6823943781799243
19,23,4,1.98702633144333
20,24,4,4.570778217576357
20,24,4,6.164634146251787
20,24,4,7.787483785574017
21,25,4,5.460712039745654
21,25,4,6.9532045647201555
21,25,4,7.622744152745389
22,26,4,4.63214700768624
22,26,4,4.382913805834889
22,26,4,4.674458267640738
23,27,4,3.6721574772248626
23,27,4,5.877568187297652
23,27,4,6.675380935056182
24,28,4,0.42788728439994483
24,28,4,1.4887193012756914
25,29,4,0.580050229639979
25,29,4,0.0
26,30,4,0.9432652191895801
26,30,4,1.8760246560048652
27,31,4,1.916516699845648
27,31,4,2.6104383802595326
28,32,4,2.2425448319700427
29,33,4,2.6725300209662386
30,34,4,1.648221303065503
31,35,4,1.3034892499806205
0,5,5,4.020469301413223
1,6,5,4.597928009201719
2,7,5,2.9819734160346933
3,8,5,3.5584243343318716
4,9,5,1.8754884778248313
4,9,5,2.353149266193215
5,10,5,0.979063342195341
5,10,5,2.122802317768966
6,11,5,1.9140926881833087
6,11,5,1.4723465194095842
7,12,5,5.245903524948582
7,12,5,5.484419222483656
8,13,5,5.586403777015751
8,13,5,6.512837254430066
8,13,5,5.321350484323532
9,14,5,6.9612229657343425
9,14,5,6.606898147357748
9,14,5,5.881025821828494
10,15,5,8.715892712156307
10,15,5,9.740196430776908
10,15,5,7.981074363856383
11,16,5,8.27039203863372
11,16,5,8.442243795109853
12,17,5,3.9549453883607204
12,17,5,3.3018230187672413
12,17,5,2.106321194114705
13,18,5,3.492178741947047
13,18,5,0.7460497995379319
13,18,5,1.9413691830176167
14,19,5,3.875492235158816
14,19,5,1.5956391773200174
14,19,5,1.9763716717514286
15,20,5,2.1332190745526174
15,20,5,1.510262482909085
16,21,5,1.974900067758425
16,21,5,2.2035086551611234
16,21,5,2.7129803511414523
17,22,5,0.8665602644463969
17,22,5,0.306769840512612
17,22,5,1.4194901589922388
18,23,5,1.3719127342237476
18,23,5,1.0124291620175598
18,23,5,1.1190773742745868
19,24,5,6.128582691918087
19,24,5,7.004056621478879
20,25,5,4.233170317431719
20,25,5,6.1293247070585055
20,25,5,7.685645795117503
21,26,5,5.753165781135781
21,26,5,7.255208490035062
21,26,5,7.9423098360813364
22,27,5,4.14038332832914
22,27,5,4.4866845482758055
22,27,5,4.502706459935079
23,28,5,5.675364485698964
23,28,5,6.068458647464375
24,29,5,1.546706653303385
24,29,5,2.2521428235150713
25,30,5,1.6944468159313142
