sequence,window_a,window_b,n_overlap,n_inliers,Q_dispersion_median,Q_dispersion_p90,Q_dispersion_max,scale,translation_norm,center_rmse_after,orientation_residual_median,orientation_residual_p90,status
wheat3dgs__plot_467,0,1,8,8,1.800622140082289,3.223688059248232,3.450425178558878,1.3736281788458424,0.3565113123524098,0.037707891694497925,1.800622140082289,3.223688059248232,OK
wheat3dgs__plot_467,1,2,8,8,0.9232232530014683,1.1335494432562934,1.2913708238098704,1.052796536208892,0.04267741861374465,0.01131801432633884,0.9232232530014683,1.1335494432562934,OK
wheat3dgs__plot_467,2,3,8,8,0.9424645309141095,1.3550754601211048,1.6335822109370128,0.9612784415616703,0.2186912943051452,0.020603633876957902,0.9424645309141095,1.3550754601211048,OK
