sequence,window_a,window_b,n_overlap,n_inliers,Q_dispersion_median,Q_dispersion_p90,Q_dispersion_max,scale,translation_norm,center_rmse_after,orientation_residual_median,orientation_residual_p90,status
wheat3dgs__plot_461,0,1,8,8,0.6367450739293722,1.4906321314769442,2.529382343897455,1.1809261941499745,0.33887535976760064,0.026478446049608084,0.6367450739293722,1.4906321314769442,OK
wheat3dgs__plot_461,1,2,8,8,0.8688271072580355,1.4009926311871808,1.7597909968409107,1.1860068640165846,0.04247752658127003,0.00907892405949146,0.8688271072580355,1.4009926311871808,OK
wheat3dgs__plot_461,2,3,8,8,0.9510326061523762,1.5949857709163862,2.0139808730625464,0.93743816896338,0.2121331457627262,0.021060259168357794,0.9510326061523762,1.5949857709163862,OK
