sequence_id,window_a,window_b,n_overlap,status,alignment_scale,alignment_rotation_deg,alignment_translation_norm,overlap_center_RMSE_before,overlap_center_RMSE_after,overlap_rotation_error_before,center_spread
plantview__langdon_4__15-04-24,34,35,8,OK,0.9514288451470269,63.141773872072974,0.7161785958486145,0.7636407613754272,0.020830748791573747,48.27417755126953,0.15421304
plantview__langdon_4__15-04-24,35,36,8,OK,0.9980748380165968,21.720233317335936,0.29292681371810403,0.29999393224716187,0.011705988218789414,18.11454200744629,0.19075018
plantview__langdon_4__15-04-24,36,37,8,OK,0.9571268090878609,51.88530708578366,0.7164751679656853,0.7791869044303894,0.01023858797032276,49.66049575805664,0.20554818
plantview__langdon_4__15-04-24,37,38,8,OK,1.0342125648424068,28.504599413025456,0.43791955134785676,0.3793085515499115,0.013107353393630122,24.8336124420166,0.19184297
plantview__langdon_4__19-03-24,0,1,8,OK,0.9892264472478317,45.96792404257956,0.731877730567886,0.7704620957374573,0.016261261644014754,47.82352828979492,0.20272958
plantview__langdon_4__19-03-24,1,2,8,OK,1.0469149794561736,46.368012025165136,0.7810515938708357,0.7588404417037964,0.0097222514382803,45.074214935302734,0.20681518
plantview__langdon_4__19-03-24,2,3,8,OK,1.0263644243724495,50.03194699144584,0.8686688286838333,0.8395863771438599,0.01183714380903359,48.51980972290039,0.21140939
plantview__langdon_4__19-03-24,3,4,8,OK,0.8934995281857697,46.59874490263419,0.6755976472657834,0.7307239174842834,0.009549042459266577,44.11241912841797,0.22407666
plantview__langdon_4__19-03-24,4,5,8,OK,1.088940804549073,45.61587814965502,0.8196677608862108,0.750641942024231,0.011743479021501354,47.37324523925781,0.19263722
plantview__langdon_4__19-03-24,5,6,8,OK,1.0519640426214372,43.03739600357494,0.7978784282291437,0.762933075428009,0.006539515774580276,44.88151931762695,0.21286884
plantview__langdon_4__19-03-24,6,7,8,OK,1.035822198304629,48.901630930024744,0.8968043644793953,0.8808307647705078,0.015165598215398184,48.238094329833984,0.22484535
plantview__langdon_4__19-03-24,7,8,8,OK,0.8423531167491507,45.48947801010118,0.6652464842990498,0.7431311011314392,0.01231844726063428,44.61104202270508,0.23313686
plantview__langdon_4__19-03-24,8,9,8,OK,1.1476720563985041,45.85888002387023,0.8561955759138371,0.7096489071846008,0.012676387136215566,47.39362716674805,0.1888032
plantview__langdon_4__19-03-24,9,10,8,OK,1.0060728749615346,47.35434962671212,0.8023253111639685,0.7837315797805786,0.008278310365882082,45.32255554199219,0.22060362
plantview__langdon_4__19-03-24,10,11,8,OK,1.0756283072572597,48.221205631120874,0.9354943994875107,0.8590062856674194,0.014235712549614948,47.323272705078125,0.21507943
plantview__langdon_4__19-03-24,11,12,8,OK,0.8193495986395947,45.66469793419452,0.6534334895469422,0.7413971424102783,0.011145537569794237,43.21085739135742,0.24640241
plantview__langdon_4__19-03-24,12,13,8,OK,1.1471362733168895,46.54845168468057,0.8748969633929369,0.7283729910850525,0.008391295493553982,46.772621154785156,0.18773553
plantview__langdon_4__19-03-24,13,14,8,OK,1.0120043028706696,45.22829824106021,0.8207287489569337,0.795447051525116,0.0061275000622838145,45.22355651855469,0.22049975
plantview__langdon_4__19-03-24,14,15,8,OK,1.0415052671052814,45.91094008282192,0.8977373888281288,0.8679317831993103,0.013902980312616057,47.53699493408203,0.22777992
plantview__langdon_4__19-03-24,15,16,8,OK,0.7935247874060846,47.283083081224845,0.6416650745100563,0.7431122660636902,0.013997377867391669,42.86250686645508,0.2533371
plantview__langdon_4__19-03-24,16,17,8,OK,1.0303105431905357,47.11447347747518,0.7747879425346331,0.7690548896789551,0.010270557181840247,47.53007888793945,0.1976921
plantview__langdon_4__19-03-24,17,18,8,OK,1.0303351462786399,47.52422754048947,0.7955910706288531,0.7646616697311401,0.013682449290168104,44.72752380371094,0.21117634
plantview__langdon_4__19-03-24,18,19,8,OK,1.0942106785561831,47.14743537580239,0.9259740947436559,0.8400884866714478,0.012818821464397112,47.76927185058594,0.21728088
plantview__langdon_4__19-03-24,19,20,8,OK,0.8391287691221495,44.645565908383304,0.6409188222585867,0.7036939859390259,0.0074659621162283,42.43827819824219,0.22617272
plantview__langdon_4__19-03-24,20,21,8,OK,1.0466826453276759,49.162919441811276,0.7654137436744155,0.7558476328849792,0.009782602910717328,48.26750946044922,0.191769
plantview__langdon_4__19-03-24,21,22,8,OK,1.0184003716359142,53.34773964353791,0.7725400271870371,0.7532174587249756,0.009642127742836145,45.24666976928711,0.20743126
plantview__langdon_4__19-03-24,22,23,8,OK,1.0024098012915637,45.33439990297917,0.8115505961500881,0.8220562934875488,0.0102511992811545,48.15190887451172,0.2139237
plantview__langdon_4__19-03-24,23,24,8,OK,0.9332023828336227,46.35775696111239,0.6497720722686929,0.680208146572113,0.011674238712731782,41.94960021972656,0.20560077
plantview__langdon_4__19-03-24,24,25,8,OK,1.0615545802590944,45.528065998710495,0.7815663024692756,0.7428962588310242,0.011605679354204526,46.628326416015625,0.17756951
plantview__langdon_4__19-03-24,25,26,8,OK,1.0358103308737756,49.54583929337118,0.7320403942091666,0.7030780911445618,0.007217020214817851,43.597408294677734,0.19360487
plantview__langdon_4__19-03-24,26,27,8,OK,0.9350207211801156,44.79932446793369,0.7281705334849947,0.8071008920669556,0.008766020798176436,47.537315368652344,0.20380363
plantview__langdon_4__19-03-24,27,28,8,OK,0.9217475723027323,45.569642448823984,0.5944430638400701,0.6209942698478699,0.006258725480565683,41.017364501953125,0.18765229
plantview__langdon_4__19-03-24,28,29,8,OK,0.9874449425575196,44.82864314347762,0.6561674344338428,0.6821542382240295,0.013328842458547818,46.67656707763672,0.17057437
plantview__langdon_4__19-03-24,29,30,8,OK,1.185608936983783,58.933242045616296,0.7433891764413743,0.671021044254303,0.0061315829502760055,42.102745056152344,0.16863398
plantview__langdon_4__19-03-24,30,31,8,OK,0.9650416785277903,46.36750226320074,0.7580470849885201,0.7966665029525757,0.010958400712920585,47.119930267333984,0.19873726
plantview__langdon_4__19-03-24,31,32,8,OK,0.9364515684271041,44.95559263986774,0.6114642032614294,0.6391234397888184,0.011381484748954177,42.162208557128906,0.19530234
plantview__langdon_4__19-03-24,32,33,8,OK,1.0345124377011798,46.83361130522097,0.7123843340161,0.6988345384597778,0.01196292792960391,47.0794677734375,0.17863022
plantview__langdon_4__19-03-24,33,34,8,OK,1.0450991627597965,46.43717030430949,0.7386086805762162,0.7001208662986755,0.007296927489011836,44.431671142578125,0.1902104
plantview__langdon_4__19-03-24,34,35,8,OK,0.9959207317557042,47.642578033652455,0.771344256487012,0.7875584363937378,0.009837593044677117,47.789520263671875,0.19374076
plantview__langdon_4__19-03-24,35,36,8,OK,0.992266935466617,44.66995777396332,0.6394030652206287,0.6497223973274231,0.012130167662289104,41.356388092041016,0.1917722
plantview__langdon_4__19-03-24,36,37,8,OK,1.006464895240931,44.79722252400029,0.7214093935063092,0.7279059886932373,0.00967815114791562,47.06363296508789,0.19151732
plantview__langdon_4__19-03-24,37,38,8,OK,1.0447239739203602,42.276258840416695,0.7475400773699449,0.7124925851821899,0.004777325302365444,44.662757873535156,0.19686118
wheat3dgs__plot_461,0,1,8,OK,0.8177967364002223,17.317552082877565,0.2843391015876634,0.3191818296909332,0.019488638668512432,20.302555084228516,0.12784904
wheat3dgs__plot_461,1,2,8,OK,0.8370422388764716,22.382116938222754,0.033009112820287345,0.05296775698661804,0.0063958109932547216,19.69779396057129,0.09402563
wheat3dgs__plot_461,2,3,8,OK,1.0385782993314188,9.193786262824965,0.22637984012653903,0.21939657628536224,0.020502659497975258,5.264795303344727,0.12046555
wheat3dgs__plot_467,0,1,8,OK,0.6817248731750205,24.311399063255745,0.2547696312004431,0.3195244371891022,0.02544058577915177,22.914836883544922,0.13774407
wheat3dgs__plot_467,1,2,8,OK,0.9374655304703046,19.787786245767887,0.03858227453650479,0.0514385923743248,0.009123984659372189,18.91480827331543,0.08857771
wheat3dgs__plot_467,2,3,8,OK,1.0159597465298782,5.620079109592809,0.22898328935785509,0.22401368618011475,0.017942958493223193,7.066290855407715,0.12132341
