dataset_id,package_id,official_url,archive_name,expected_size_bytes,actual_size_bytes,sha256,downloaded_at,extracted_at,total_file_count,rgb_file_count,camera_file_count,pointcloud_file_count,mask_file_count,trait_file_count,license_file_count,rgb_camera_mapping_status,rgb_pointcloud_mapping_status,timestamp_mapping_status,coordinate_system,linear_unit,scale_source,plot_identity_status,plant_identity_status,license_status,license_evidence_path,corrupt_file_count,quality_grade,audit_status,auditor,notes

