sample_id,dataset_id,site_id,year,season,plot_id,plant_id,plant_date_id,sequence_id,duplicate_group_id,capture_date,crop,variety,growth_stage,sensor_platform,camera_id,rgb_paths_json,intrinsics_path,extrinsics_path,distortion_path,pointcloud_path,ground_plane_path,scale_source,scale_value,scale_uncertainty,ground_source,plant_height_cm,canopy_width_row_cm,canopy_width_cross_row_cm,canopy_max_width_cm,canopy_projected_area_cm2,height_endpoint_policy,label_source,repeat_std,data_level,quality_grade,defect_codes_json,split,group_key,license_id,source_archive_sha256,notes

