plant_id,date,pose_gate,alignment_method,alignment_scale,camera_center_residual_rmse_m,chamfer_p2g_cam,chamfer_g2p_cam,chamfer_sym_cam,F_5mm_cam,F_10mm_cam,F_20mm_cam,F_50mm_cam,precision_10mm_cam,recall_10mm_cam,precision_20mm_cam,recall_20mm_cam,icp_inlier_rmse_m,F_10mm_icp,F_50mm_icp,height_robust_error_m,width_x_robust_error_m,width_xy_diag_robust_error_m,scan_metrics_len_m,scan_metrics_wid_m,scan_metrics_h_m,visual_verdict
langdon_4,19-03-24,False,camera-sim3(centroid+scale),0.4196,0.7842,0.07861682686647119,0.02458414353535032,0.05150427239155667,0.04384208245490203,0.11134510687306944,0.26283106921585336,0.5825813721956826,0.06125779836987839,0.6106049231237329,0.1612967694014116,0.709371661777497,0.02678,0.1741166722526561,0.6766694220382371,0.6220612050793373,0.05309723001440175,0.03300161097573606,1.0004,0.40355,0.47081,see figures_v31/scanner_gt_*.png
