sequence,window_i,window_j,window_distance,n_overlap,n_inliers,Q_disp_med_deg,Q_disp_p90_deg,Q_disp_max_deg,weight,edge_status,q00,q01,q02,q10,q11,q12,q20,q21,q22
plantview__langdon_4__05-03-24,46,49,3,4,4,1.0207,1.2165,1.281,0.164962,OK,0.999991,0.003614,-0.002354,-0.002754,0.955116,0.296219,0.003319,-0.29621,0.955117
plantview__langdon_4__05-03-24,47,48,1,12,12,0.6104,1.692,3.4827,0.620963,OK,0.999755,0.022135,0.000153,-0.02123,0.956849,0.289808,0.006269,-0.28974,0.957085
plantview__langdon_4__05-03-24,47,49,2,8,8,0.7136,1.5801,2.3055,0.389053,OK,0.999774,0.021005,0.00332,-0.020536,0.994175,-0.105804,-0.005523,0.105712,0.994381
plantview__langdon_4__05-03-24,47,50,3,4,4,1.6505,2.3008,2.4592,0.125764,OK,0.999936,0.004196,0.010473,0.001824,0.855907,-0.517126,-0.011134,0.517112,0.855845
plantview__langdon_4__05-03-24,48,49,1,12,8,0.3691,2.9503,3.219,0.730384,OK,0.999946,-0.004011,0.009596,0.007391,0.923182,-0.384291,-0.007318,0.384342,0.923162
plantview__langdon_4__05-03-24,48,50,2,8,8,2.6683,3.4834,3.6472,0.181736,OK,0.999197,-0.021523,0.03379,0.039544,0.665063,-0.745739,-0.006422,0.746477,0.66538
plantview__langdon_4__05-03-24,48,51,3,4,4,2.7241,3.1105,3.118,0.089508,OK,0.99944,-0.01452,0.030133,0.0332,0.320905,-0.946529,0.004074,0.947,0.321207
plantview__langdon_4__05-03-24,49,50,1,12,12,0.0,4.2242,4.5656,1.0,OK,0.999674,-0.018003,0.018122,0.02417,0.896179,-0.443033,-0.008264,0.443326,0.896322
plantview__langdon_4__05-03-24,49,51,2,8,6,0.7297,4.2908,4.443,0.385431,OK,0.999834,-0.012873,0.012888,0.018162,0.650054,-0.759671,0.001401,0.759779,0.65018
plantview__langdon_4__05-03-24,49,52,3,4,4,1.477,3.8397,4.2193,0.134572,OK,0.956039,-0.067806,-0.285291,-0.238299,0.387316,-0.890618,0.170887,0.91945,0.354131
plantview__langdon_4__05-03-24,50,51,1,12,12,0.5067,2.0701,2.1215,0.66371,OK,0.999934,-0.001932,-0.011298,-0.00261,0.921416,-0.388568,0.011161,0.388572,0.921351
plantview__langdon_4__05-03-24,50,52,2,8,8,0.5483,1.6231,1.862,0.43058,OK,0.952459,-0.064362,-0.29779,-0.149315,0.753385,-0.640403,0.265568,0.654422,0.707959
plantview__langdon_4__05-03-24,50,53,3,4,4,0.7321,1.5898,1.6435,0.192443,OK,0.953078,0.074941,-0.293301,-0.157713,0.94992,-0.269774,0.258395,0.303373,0.917168
plantview__langdon_4__05-03-24,51,52,1,12,12,1.4364,1.9896,3.2489,0.410444,OK,0.957867,-0.061747,-0.280497,-0.03117,0.9485,-0.31524,0.285517,0.310701,0.906612
plantview__langdon_4__05-03-24,51,53,2,8,8,0.6333,1.6523,1.9283,0.408171,OK,0.95959,0.07233,-0.271948,-0.041628,0.992256,0.117023,0.278306,-0.100973,0.95517
plantview__langdon_4__05-03-24,51,54,3,4,4,0.1827,1.3776,1.8114,0.281838,OK,0.957411,0.196713,-0.211349,-0.05923,0.850242,0.52305,0.282589,-0.488255,0.825682
plantview__langdon_4__05-03-24,52,53,1,12,10,0.0,4.3237,5.6926,1.0,OK,0.999915,0.012891,0.001723,-0.012374,0.902141,0.431263,0.004005,-0.431248,0.902224
plantview__langdon_4__05-03-24,52,54,2,8,8,1.7345,4.0893,4.5344,0.243796,OK,0.999167,0.040535,0.00473,-0.029408,0.634792,0.772123,0.028296,-0.771619,0.635455
plantview__langdon_4__05-03-24,52,55,3,4,4,2.8758,4.542,4.8479,0.086005,OK,0.99954,0.023271,0.019437,-0.024915,0.265038,0.963916,0.01728,-0.963957,0.265496
plantview__langdon_4__05-03-24,53,54,1,12,11,0.1764,2.5776,2.9349,0.850085,OK,0.999604,0.028122,-0.001054,-0.025071,0.906911,0.420575,0.012783,-0.420382,0.907257
plantview__langdon_4__05-03-24,53,55,2,8,8,0.0,2.9679,2.9821,0.666667,OK,0.999927,0.010157,0.006543,-0.011608,0.657591,0.753285,0.003348,-0.753306,0.657661
plantview__langdon_4__05-03-24,53,56,3,4,4,0.0,2.051,2.93,0.333333,OK,0.999704,0.019765,0.014206,-0.020895,0.397524,0.917354,0.012485,-0.917379,0.397819
plantview__langdon_4__05-03-24,54,55,1,12,12,0.0,1.0819,1.3561,1.0,OK,0.999779,-0.020148,-0.00603,0.020871,0.915201,0.402457,-0.00259,-0.402494,0.915419
plantview__langdon_4__05-03-24,54,56,2,8,8,0.0,1.7073,2.1464,0.666667,OK,0.999979,0.002064,-0.006101,0.002482,0.750522,0.660841,0.005943,-0.660842,0.750501
plantview__langdon_4__05-03-24,54,57,3,4,4,0.8545,1.0994,1.1086,0.179744,OK,0.999996,0.002295,0.00134,-0.002592,0.953372,0.301787,-0.000585,-0.30179,0.953374
plantview__langdon_4__05-03-24,55,56,1,12,10,0.3986,2.2048,2.8681,0.714986,OK,0.9997,0.023305,0.007591,-0.02451,0.951941,0.305298,-0.000111,-0.305392,0.952227
plantview__langdon_4__05-03-24,55,57,2,8,8,0.6104,1.1579,1.2397,0.41398,OK,0.999627,0.026667,0.005841,-0.02595,0.994644,-0.100048,-0.008478,0.099859,0.994965
plantview__langdon_4__05-03-24,55,58,3,4,4,0.0,0.8113,1.159,0.333333,OK,0.999923,0.009625,0.007857,-0.004233,0.858447,-0.512884,-0.011681,0.512811,0.858422
plantview__langdon_4__05-03-24,56,57,1,12,12,0.0,3.4276,4.1874,1.0,OK,0.999975,-0.001543,0.00687,0.004151,0.917305,-0.398163,-0.005687,0.398181,0.917289
plantview__langdon_4__05-03-24,56,58,2,8,5,0.0,3.5001,4.5395,0.666667,OK,0.999567,-0.017611,0.023558,0.029345,0.65138,-0.758184,-0.001993,0.758547,0.651615
plantview__langdon_4__05-03-24,56,59,3,4,4,1.5483,4.1653,4.6233,0.130806,OK,0.999701,-0.010796,0.021925,0.024187,0.308544,-0.950902,0.003501,0.951149,0.308713
plantview__langdon_4__05-03-24,57,58,1,12,11,0.0,3.8645,4.4953,1.0,OK,0.999723,-0.018213,0.014904,0.022909,0.898129,-0.439135,-0.005387,0.439355,0.898297
plantview__langdon_4__05-03-24,57,59,2,8,8,1.235,4.2093,4.4027,0.298288,OK,0.999818,-0.013532,0.013478,0.019048,0.654771,-0.755587,0.0014,0.755706,0.654909
plantview__langdon_4__05-03-24,57,60,3,4,4,2.5633,4.3946,4.493,0.093546,OK,0.957823,-0.06084,-0.280844,-0.235946,0.391356,-0.889477,0.164026,0.918226,0.360495
plantview__langdon_4__05-03-24,58,59,1,12,12,0.0,1.1533,1.9238,1.0,OK,1.0,-0.000645,0.000134,0.000646,0.921105,-0.389314,0.000128,0.389314,0.921105
plantview__langdon_4__05-03-24,58,60,2,8,7,0.3072,1.5358,1.7703,0.510002,OK,0.955369,-0.051119,-0.29096,-0.153194,0.756408,-0.635907,0.252591,0.652099,0.714818
plantview__langdon_4__05-03-24,58,61,3,4,3,0.1274,1.0942,1.4539,0.295665,OK,0.957815,0.075899,-0.27718,-0.153861,0.950052,-0.271529,0.242727,0.302722,0.921652
plantview__langdon_4__05-03-24,59,60,1,12,11,0.5141,1.8375,5.4055,0.660437,OK,0.954616,-0.050254,-0.293571,-0.044779,0.950243,-0.308273,0.294456,0.307428,0.904867
plantview__langdon_4__05-03-24,59,61,2,8,8,0.0,1.9168,3.0529,0.666667,OK,0.956873,0.079878,-0.279309,-0.049569,0.992249,0.113952,0.286246,-0.095192,0.953416
plantview__langdon_4__05-03-24,59,62,3,4,3,0.0,2.1923,3.1318,0.333333,OK,0.952273,0.20872,-0.22274,-0.065308,0.852112,0.519269,0.298181,-0.479939,0.825074
plantview__langdon_4__05-03-24,60,61,1,12,8,0.1401,4.4829,5.4484,0.877084,OK,0.999968,0.003503,0.007226,-0.00619,0.909424,0.415824,-0.005115,-0.415855,0.909417
plantview__langdon_4__05-03-24,60,62,2,8,8,1.7497,4.5973,4.9472,0.242447,OK,0.99974,0.022412,0.00408,-0.017678,0.650314,0.75946,0.014368,-0.759335,0.650541
plantview__langdon_4__05-03-24,60,63,3,4,4,2.8367,4.1937,4.6916,0.08688,OK,0.999912,0.012705,0.003882,-0.007116,0.265433,0.964103,0.011218,-0.964046,0.2655
plantview__langdon_4__05-03-24,61,62,1,12,12,0.0,3.1846,3.3922,1.0,OK,0.99986,0.016357,-0.003642,-0.013292,0.906502,0.421992,0.010204,-0.421884,0.906592
plantview__langdon_4__05-03-24,61,63,2,8,8,1.0371,3.5251,3.5595,0.32726,OK,0.999925,0.008498,-0.008768,0.001297,0.640086,0.768302,0.012141,-0.768256,0.640028
plantview__langdon_4__05-03-24,61,64,3,4,4,1.0945,3.1191,3.5178,0.15915,OK,0.999926,0.012138,0.000745,-0.005399,0.388223,0.92155,0.010897,-0.921486,0.38826
plantview__langdon_4__05-03-24,62,63,1,12,9,0.0,1.0933,1.9899,1.0,OK,0.999893,-0.007475,-0.012576,0.012084,0.906531,0.421967,0.008246,-0.422074,0.906524
plantview__langdon_4__05-03-24,62,64,2,8,8,0.5126,1.336,1.3847,0.440731,OK,0.999974,0.005978,-0.00403,-0.001742,0.742761,0.669554,0.006996,-0.66953,0.742752
plantview__langdon_4__05-03-24,62,65,3,4,4,0.4841,0.9806,1.1115,0.224597,OK,0.999989,0.004795,6.2e-05,-0.004566,0.948049,0.318093,0.001467,-0.318089,0.94806
plantview__langdon_4__05-03-24,63,64,1,12,11,0.8618,1.6559,4.0351,0.537123,OK,0.999863,0.011653,0.011735,-0.014596,0.955403,0.294945,-0.007774,-0.295076,0.955442
plantview__langdon_4__05-03-24,63,65,2,8,7,0.374,1.4232,2.2502,0.485195,OK,0.99975,0.018795,0.012073,-0.017482,0.99474,-0.100925,-0.013906,0.100689,0.994821
plantview__langdon_4__05-03-24,63,66,3,4,4,0.0,1.2532,1.7903,0.333333,OK,0.999912,0.008328,0.01033,-0.001708,0.852822,-0.522198,-0.013159,0.522135,0.852762
plantview__langdon_4__05-03-24,64,65,1,12,12,1.4631,3.4651,4.708,0.405994,OK,0.999971,-0.001221,0.007476,0.004011,0.922567,-0.385817,-0.006426,0.385836,0.922545
plantview__langdon_4__05-03-24,64,66,2,8,6,0.615,4.6161,5.1759,0.41279,OK,0.999716,-0.01671,0.016989,0.02379,0.658823,-0.751922,0.001372,0.752113,0.659033
plantview__langdon_4__05-03-24,64,67,3,4,4,1.329,4.2865,4.9844,0.143125,OK,0.999688,-0.010405,0.022721,0.024768,0.291581,-0.956225,0.003325,0.95649,0.291747
plantview__langdon_4__05-03-24,65,66,1,12,12,0.0,2.2463,2.6745,1.0,OK,0.999772,-0.01971,0.008173,0.021284,0.894022,-0.447516,0.001514,0.447588,0.894238
plantview__langdon_4__05-03-24,65,67,2,8,8,0.2577,2.003,2.4661,0.530081,OK,0.999765,-0.016965,0.013509,0.021124,0.620775,-0.783704,0.004909,0.783805,0.620987
plantview__langdon_4__05-03-24,65,68,3,4,4,0.0,0.0,0.0,0.333333,OK,0.959027,-0.064014,-0.275988,-0.236559,0.355142,-0.904386,0.155908,0.932618,0.325448
plantview__langdon_4__05-03-24,66,67,1,12,12,0.0,1.1504,1.4379,1.0,OK,0.999999,-0.000519,-0.001418,-0.000121,0.908382,-0.418142,0.001505,0.418142,0.908381
plantview__langdon_4__05-03-24,66,68,2,8,7,0.3511,1.4556,2.2537,0.493411,OK,0.954846,-0.05424,-0.29211,-0.159377,0.736245,-0.65768,0.250737,0.674538,0.694355
plantview__langdon_4__05-03-24,66,69,3,4,4,0.7731,1.4007,1.5447,0.187992,OK,0.956519,0.075067,-0.281843,-0.159508,0.943639,-0.290005,0.244188,0.322351,0.914583
plantview__langdon_4__05-03-24,67,68,1,12,12,0.5821,1.9025,2.0673,0.632081,OK,0.955851,-0.05362,-0.288918,-0.04149,0.948735,-0.313339,0.290908,0.311492,0.904624
plantview__langdon_4__05-03-24,67,69,2,8,7,0.3491,1.7265,2.2274,0.494166,OK,0.957372,0.076456,-0.278557,-0.045632,0.992257,0.115513,0.285232,-0.097878,0.953448
plantview__langdon_4__05-03-24,67,70,3,4,4,1.4007,2.2933,2.6559,0.13885,OK,0.953424,0.206413,-0.219946,-0.063384,0.850005,0.522947,0.294899,-0.484649,0.823499
plantview__langdon_4__05-03-24,68,69,1,12,11,0.747,3.0455,4.2756,0.572408,OK,0.999969,0.004902,0.006219,-0.007095,0.903421,0.428695,-0.003517,-0.428726,0.903428
plantview__langdon_4__05-03-24,68,70,2,8,8,0.0,3.1183,3.8954,0.666667,OK,0.999786,0.020307,0.004015,-0.016033,0.636998,0.770699,0.013093,-0.770598,0.637187
plantview__langdon_4__05-03-24,68,71,3,4,4,2.4856,3.8354,4.1811,0.095632,OK,0.99986,0.016726,0.000875,-0.00493,0.243969,0.969771,0.016007,-0.969639,0.244017
plantview__langdon_4__05-03-24,69,70,1,12,12,0.0,1.7768,1.8708,1.0,OK,0.999885,0.014649,-0.003976,-0.01163,0.907671,0.419521,0.009755,-0.419426,0.907737
plantview__langdon_4__05-03-24,69,71,2,8,8,0.5937,2.2691,3.0327,0.418305,OK,0.999856,0.013714,-0.009985,-0.001057,0.637822,0.770183,0.016931,-0.770061,0.637745
plantview__langdon_4__05-03-24,69,72,3,4,4,0.0,0.8111,1.1587,0.333333,OK,0.999846,0.017544,0.000846,-0.007651,0.391687,0.920067,0.015811,-0.919931,0.391761
plantview__langdon_4__05-03-24,70,71,1,12,12,0.1672,1.4474,1.9925,0.856741,OK,0.999923,-0.001713,-0.012265,0.006782,0.904419,0.426591,0.010363,-0.426641,0.904362
plantview__langdon_4__05-03-24,70,72,2,8,8,0.0,1.5903,2.0167,0.666667,OK,0.999947,0.008819,-0.00539,-0.002937,0.742462,0.669882,0.00991,-0.66983,0.742448
plantview__langdon_4__05-03-24,70,73,3,4,4,0.2956,0.9591,1.1168,0.257275,OK,0.999987,0.005008,-0.00086,-0.004469,0.947444,0.319892,0.002416,-0.319884,0.947454
plantview__langdon_4__05-03-24,71,72,1,12,11,0.3103,1.3195,3.1062,0.763212,OK,0.999918,0.010171,0.007777,-0.012008,0.955732,0.293992,-0.004442,-0.294061,0.955776
plantview__langdon_4__05-03-24,71,73,2,8,8,0.7633,1.089,1.2829,0.378079,OK,0.999803,0.016715,0.01069,-0.015624,0.995347,-0.09508,-0.01223,0.094894,0.995412
plantview__langdon_4__05-03-24,71,74,3,4,4,1.086,1.6136,1.8068,0.159795,OK,0.999965,0.006436,0.005379,-0.002897,0.866792,-0.498661,-0.007872,0.498628,0.86678
plantview__langdon_4__05-03-24,72,73,1,12,11,0.4803,2.4664,4.392,0.675528,OK,0.999966,0.001666,0.008136,0.001567,0.924243,-0.3818,-0.008156,0.3818,0.924209
plantview__langdon_4__05-03-24,72,74,2,8,8,2.0026,3.1096,3.4414,0.222027,OK,0.999855,-0.012719,0.011291,0.016928,0.679868,-0.733139,0.001648,0.733224,0.679985
plantview__langdon_4__05-03-24,72,75,3,4,4,2.4517,2.9319,3.1214,0.09657,OK,0.999859,-0.005139,0.016013,0.016815,0.322272,-0.946498,-0.000296,0.946633,0.322313
plantview__langdon_4__05-03-24,73,74,1,12,12,0.0,3.4695,4.1332,1.0,OK,0.999822,-0.018831,-0.000795,0.016692,0.904236,-0.426706,0.008754,0.426617,0.90439
plantview__langdon_4__05-03-24,73,75,2,8,8,1.0002,4.0635,4.3957,0.333301,OK,0.999866,-0.013512,0.009212,0.015763,0.646217,-0.762991,0.004357,0.763034,0.646344
plantview__langdon_4__05-03-24,73,76,3,4,4,2.0091,3.4776,3.8755,0.110775,OK,0.955467,-0.068342,-0.287074,-0.240385,0.384005,-0.89149,0.171164,0.920798,0.350476
plantview__langdon_4__05-03-24,74,75,1,12,12,0.3384,1.5826,2.0051,0.747157,OK,0.999981,0.00572,0.002293,-0.004272,0.911688,-0.410862,-0.004441,0.410844,0.911695
plantview__langdon_4__05-03-24,74,76,2,8,8,0.3858,1.5915,1.8695,0.481055,OK,0.955373,-0.049871,-0.291161,-0.160763,0.739124,-0.654103,0.247825,0.671721,0.698122
plantview__langdon_4__05-03-24,75,76,1,12,12,0.0,2.6058,4.7698,1.0,OK,0.955059,-0.056404,-0.291,-0.039553,0.948698,-0.3137,0.293765,0.311112,0.903832
plantview__langdon_4__12-03-24,0,1,1,12,12,1.1841,4.1997,4.7772,0.457848,OK,0.999989,0.004526,0.001373,-0.003719,0.931807,-0.362935,-0.002922,0.362926,0.931813
plantview__langdon_4__12-03-24,0,2,2,8,8,0.9551,4.3017,4.3478,0.340993,OK,0.999878,-0.013395,0.008006,0.015056,0.693121,-0.720664,0.004104,0.720696,0.693239
plantview__langdon_4__12-03-24,0,3,3,4,4,0.0,3.1132,4.4474,0.333333,OK,0.999684,-0.008823,0.023537,0.02513,0.370938,-0.928317,-0.00054,0.928616,0.371043
plantview__langdon_4__12-03-24,1,2,1,12,12,0.6409,2.7422,2.8614,0.60941,OK,0.999869,-0.015578,0.004416,0.015954,0.90138,-0.432735,0.002761,0.432749,0.90151
plantview__langdon_4__12-03-24,1,3,2,8,8,2.2101,3.2018,3.5377,0.20768,OK,0.99978,-0.004531,0.020502,0.018245,0.670726,-0.741481,-0.010391,0.741692,0.67066
plantview__langdon_4__12-03-24,1,4,3,4,4,1.4494,3.1587,3.27,0.136086,OK,0.953722,-0.049695,-0.296554,-0.251088,0.410997,-0.876376,0.165435,0.910281,0.379499
plantview__langdon_4__12-03-24,2,3,1,12,11,0.2184,1.0521,1.6115,0.820719,OK,0.999893,0.008142,0.012119,-0.002991,0.926692,-0.37581,-0.014291,0.375734,0.926617
plantview__langdon_4__12-03-24,2,4,2,8,8,0.0,1.9536,2.0697,0.666667,OK,0.956373,-0.040342,-0.289351,-0.157354,0.763356,-0.62652,0.246153,0.644717,0.723705
plantview__langdon_4__12-03-24,2,5,3,4,4,0.491,1.248,1.362,0.223567,OK,0.959429,0.079302,-0.270569,-0.155307,0.949567,-0.2724,0.235322,0.30337,0.923358
plantview__langdon_4__12-03-24,3,4,1,12,10,0.2967,1.733,2.158,0.77117,OK,0.955957,-0.051537,-0.288945,-0.041956,0.950358,-0.308317,0.290491,0.306861,0.90634
plantview__langdon_4__12-03-24,3,5,2,8,8,0.0,0.56,0.8463,0.666667,OK,0.957958,0.077001,-0.276384,-0.048296,0.992845,0.109212,0.282816,-0.091272,0.954822
plantview__langdon_4__12-03-24,3,6,3,4,4,0.2475,0.604,0.6507,0.267191,OK,0.961117,0.178332,-0.210834,-0.048331,0.860355,0.507398,0.271878,-0.477479,0.835521
plantview__langdon_4__12-03-24,4,5,1,12,12,0.0,1.1304,2.6532,1.0,OK,0.999966,0.007717,0.002908,-0.008228,0.909213,0.416249,0.000568,-0.416259,0.909246
plantview__langdon_4__12-03-24,4,6,2,8,8,0.0,1.871,2.0827,0.666667,OK,0.999956,0.007243,0.005935,-0.009216,0.649056,0.760685,0.001657,-0.760706,0.649095
plantview__langdon_4__12-03-24,4,7,3,4,4,0.0,0.0,0.0,0.333333,OK,0.999903,0.013402,0.003887,-0.007531,0.28374,0.958872,0.011748,-0.958808,0.283814
plantview__langdon_4__12-03-24,5,6,1,12,12,0.4717,2.5405,3.2525,0.679473,OK,0.999999,-0.001052,0.000683,0.00067,0.908607,0.417653,-0.00106,-0.417652,0.908607
plantview__langdon_4__12-03-24,5,7,2,8,5,0.4732,3.2766,3.5298,0.452543,OK,0.99999,0.003801,-0.002221,-0.000902,0.670576,0.74184,0.004309,-0.741831,0.670573
plantview__langdon_4__12-03-24,5,8,3,4,3,0.2483,2.3695,3.1722,0.267034,OK,0.999972,0.007373,-0.001561,-0.001825,0.43787,0.899037,0.007312,-0.899008,0.437871
plantview__langdon_4__12-03-24,6,7,1,12,12,0.6538,1.1204,1.2938,0.604674,OK,0.999971,0.006407,-0.004175,-0.004245,0.919153,0.393879,0.006361,-0.393849,0.919153
plantview__langdon_4__12-03-24,6,8,2,8,8,0.4575,1.4108,1.5862,0.457401,OK,0.999844,0.017456,-0.002577,-0.011822,0.771105,0.636599,0.0131,-0.636469,0.771191
plantview__langdon_4__12-03-24,6,9,3,4,4,1.0759,1.32,1.3382,0.160573,OK,0.99982,0.018783,-0.002596,-0.017222,0.956829,0.290141,0.007934,-0.290044,0.956981
plantview__langdon_4__12-03-24,7,8,1,12,11,1.1082,2.6696,3.7576,0.474333,OK,0.999919,0.012745,0.000369,-0.012341,0.96016,0.279179,0.003204,-0.279161,0.960239
plantview__langdon_4__12-03-24,7,9,2,8,8,0.8139,1.7261,2.1844,0.367539,OK,0.999913,0.013171,0.000682,-0.013014,0.993762,-0.110761,-0.002137,0.110743,0.993847
plantview__langdon_4__12-03-24,7,10,3,4,3,0.4923,2.4582,3.0897,0.223364,OK,0.999997,0.002349,0.000396,-0.001827,0.863263,-0.504751,-0.001527,0.504749,0.863265
plantview__langdon_4__12-03-24,8,9,1,12,12,1.1657,2.4696,3.5535,0.461734,OK,0.999968,-0.006094,0.005175,0.007591,0.92683,-0.375404,-0.002509,0.375431,0.926847
plantview__langdon_4__12-03-24,8,10,2,8,7,0.5848,2.5114,2.9734,0.420651,OK,0.999624,-0.018837,0.019949,0.027435,0.694594,-0.718879,-0.000315,0.719156,0.694849
plantview__langdon_4__12-03-24,8,11,3,4,4,0.0,0.0,0.0,0.333333,OK,0.999756,-0.013453,0.017495,0.021258,0.37416,-0.92712,0.005926,0.927266,0.374355
plantview__langdon_4__12-03-24,9,10,1,12,12,0.9743,3.4622,3.6924,0.506517,OK,0.999935,-0.008487,0.007647,0.010898,0.909484,-0.415597,-0.003428,0.415653,0.909517
plantview__langdon_4__12-03-24,9,11,2,8,8,2.5276,3.4592,3.4611,0.188984,OK,0.999994,-0.002265,0.002557,0.003415,0.681247,-0.732046,-8.4e-05,0.73205,0.681251
plantview__langdon_4__12-03-24,9,12,3,4,4,2.1408,3.0125,3.2456,0.106129,OK,0.956747,-0.050004,-0.286592,-0.239198,0.425509,-0.872769,0.165589,0.903571,0.395144
plantview__langdon_4__12-03-24,10,11,1,12,12,0.4591,1.3012,1.6773,0.685352,OK,0.999967,0.000713,-0.00807,-0.003739,0.924309,-0.381627,0.007187,0.381645,0.924281
plantview__langdon_4__12-03-24,10,12,2,8,6,0.1197,1.3045,1.4599,0.595396,OK,0.955855,-0.051342,-0.289317,-0.149103,0.763687,-0.628132,0.253197,0.643542,0.722319
plantview__langdon_4__12-03-24,10,13,3,4,4,0.807,1.5387,1.7867,0.184471,OK,0.955082,0.07756,-0.286011,-0.154433,0.953993,-0.256998,0.25292,0.289624,0.923119
plantview__langdon_4__12-03-24,11,12,1,12,12,1.313,3.2365,3.4092,0.432341,OK,0.958668,-0.048308,-0.280395,-0.039231,0.953626,-0.298425,0.281809,0.297091,0.912316
plantview__langdon_4__12-03-24,11,13,2,8,8,0.0,1.7376,1.9031,0.666667,OK,0.959241,0.08208,-0.270407,-0.047334,0.990038,0.132604,0.278598,-0.1144,0.95357
plantview__langdon_4__12-03-24,11,14,3,4,4,0.0,1.0592,1.5132,0.333333,OK,0.958241,0.188991,-0.214609,-0.054748,0.857843,0.510988,0.280673,-0.4779,0.832367
plantview__langdon_4__12-03-24,12,13,1,12,10,0.474,4.6134,5.5272,0.678427,OK,0.99997,0.007178,0.002883,-0.007723,0.905208,0.424899,0.00044,-0.424909,0.905236
plantview__langdon_4__12-03-24,12,14,2,8,8,1.4091,4.4692,4.6082,0.276731,OK,0.999852,0.017,0.002664,-0.013271,0.663264,0.748268,0.010954,-0.748193,0.663391
plantview__langdon_4__12-03-24,12,15,3,4,4,0.0,3.2393,4.6275,0.333333,OK,0.999849,0.017382,0.000875,-0.006027,0.298602,0.954359,0.016328,-0.954219,0.298662
plantview__langdon_4__12-03-24,13,14,1,12,12,0.0,2.5582,2.6966,1.0,OK,0.999954,0.009235,-0.002757,-0.007442,0.921675,0.387891,0.006123,-0.387852,0.921701
plantview__langdon_4__12-03-24,13,15,2,8,5,0.0,2.9057,2.9531,0.666667,OK,0.999866,0.012707,-0.010329,-0.001137,0.683123,0.730302,0.016336,-0.730193,0.683046
plantview__langdon_4__12-03-24,13,16,3,4,4,0.0,0.6846,0.978,0.333333,OK,0.999921,0.012571,-0.000923,-0.004875,0.453221,0.891385,0.011624,-0.89131,0.453246
plantview__langdon_4__12-03-24,14,15,1,12,12,0.4387,1.0805,1.3962,0.695068,OK,0.999912,0.005181,-0.012199,9.8e-05,0.917509,0.397715,0.013253,-0.397681,0.917428
plantview__langdon_4__12-03-24,14,16,2,8,8,0.0,0.7088,0.9713,0.666667,OK,0.999884,0.014444,-0.004835,-0.007898,0.763072,0.646265,0.013024,-0.646152,0.763098
plantview__langdon_4__12-03-24,14,17,3,4,4,0.2868,0.8063,0.9565,0.259033,OK,0.999821,0.018336,-0.004623,-0.016095,0.953515,0.300917,0.009926,-0.300788,0.953639
plantview__langdon_4__12-03-24,15,16,1,12,10,0.4734,2.632,2.924,0.678713,OK,0.999968,0.004429,0.006649,-0.006163,0.957231,0.289259,-0.005083,-0.289291,0.957228
plantview__langdon_4__12-03-24,15,17,2,8,7,0.2259,1.0526,1.1932,0.543819,OK,0.999878,0.012805,0.008955,-0.011856,0.995015,-0.099018,-0.010179,0.0989,0.995045
plantview__langdon_4__12-03-24,15,18,3,4,4,0.0,1.9082,2.726,0.333333,OK,0.999933,7e-06,0.01161,0.00582,0.864991,-0.501753,-0.010046,0.501787,0.864933
plantview__langdon_4__12-03-24,16,17,1,12,12,0.6752,3.9791,4.8729,0.596944,OK,0.999981,0.002815,0.005513,-0.000529,0.926157,-0.377138,-0.006167,0.377128,0.92614
plantview__langdon_4__12-03-24,16,18,2,8,8,2.1788,3.4417,3.4864,0.209724,OK,0.999759,-0.014219,0.016702,0.021914,0.681172,-0.731796,-0.000972,0.731985,0.68132
plantview__langdon_4__12-03-24,16,19,3,4,4,1.9788,4.1161,4.7379,0.111901,OK,0.99975,-0.007873,0.020905,0.022338,0.351091,-0.936075,3e-05,0.936308,0.351179
plantview__langdon_4__12-03-24,17,18,1,12,12,1.8042,2.869,3.0679,0.356613,OK,0.99992,-0.012336,0.002624,0.012252,0.900834,-0.43399,0.00299,0.433988,0.900914
plantview__langdon_4__12-03-24,17,19,2,8,8,1.8654,2.9093,2.9443,0.232663,OK,0.999864,-0.007672,0.014592,0.016019,0.661304,-0.749947,-0.003896,0.750078,0.661337
plantview__langdon_4__12-03-24,17,20,3,4,4,1.6507,2.3523,2.6188,0.125752,OK,0.956009,-0.048268,-0.289338,-0.244668,0.412907,-0.877294,0.161815,0.909493,0.382933
plantview__langdon_4__12-03-24,18,19,1,12,12,1.0101,1.6585,2.1026,0.497492,OK,0.999887,-0.000634,0.015044,0.00643,0.921421,-0.388512,-0.013615,0.388565,0.921321
plantview__langdon_4__12-03-24,18,20,2,8,8,0.8706,1.7438,1.7654,0.356385,OK,0.96311,-0.040759,-0.266003,-0.141577,0.763868,-0.629652,0.228855,0.644084,0.729919
plantview__langdon_4__12-03-24,18,21,3,4,4,1.0673,1.4406,1.525,0.161241,OK,0.965521,0.066181,-0.251772,-0.138499,0.949501,-0.281543,0.220424,0.306706,0.925929
plantview__langdon_4__12-03-24,19,20,1,12,12,1.3031,3.8508,6.3753,0.434197,OK,0.959184,-0.042833,-0.27952,-0.040873,0.957083,-0.286918,0.279813,0.286631,0.916268
plantview__langdon_4__12-03-24,19,21,2,8,8,0.9557,3.0829,4.0346,0.340892,OK,0.962399,0.078421,-0.260073,-0.044604,0.990048,0.133475,0.267952,-0.116856,0.956319
