sequence,window_i,window_j,window_distance,n_overlap,n_inliers,Q_disp_med_deg,Q_disp_p90_deg,Q_disp_max_deg,weight,edge_status,q00,q01,q02,q10,q11,q12,q20,q21,q22
plantview__langdon_4__15-04-24,40,43,3,4,4,3.4691,3.9355,4.1079,0.074587,OK,0.999736,0.00462,0.022529,0.01976,0.32863,-0.944252,-0.011766,0.944447,0.328452
plantview__langdon_4__15-04-24,41,42,1,12,12,0.0,2.0935,2.3748,1.0,OK,0.999956,-0.009308,0.000865,0.008809,0.907198,-0.420612,0.00313,0.420601,0.90724
plantview__langdon_4__15-04-24,41,43,2,8,8,0.0,2.2278,2.76,0.666667,OK,0.999683,-0.002155,0.025103,0.020065,0.670664,-0.74149,-0.015238,0.741758,0.670494
plantview__langdon_4__15-04-24,41,44,3,4,4,0.8764,2.0409,2.1644,0.177647,OK,0.952307,0.002919,-0.305128,-0.20547,0.745419,-0.63414,0.225597,0.66659,0.710467
plantview__langdon_4__15-04-24,42,43,1,12,12,1.5134,2.4992,2.6043,0.397871,OK,0.99953,0.00515,0.030216,0.007182,0.918991,-0.394214,-0.029798,0.394246,0.918522
plantview__langdon_4__15-04-24,42,44,2,8,8,0.6781,1.3514,1.4083,0.397282,OK,0.95885,0.009232,-0.283764,-0.090704,0.957053,-0.275358,0.269035,0.289765,0.918508
plantview__langdon_4__15-04-24,42,45,3,4,4,1.2452,1.4043,1.4694,0.148462,OK,0.962199,0.119997,-0.244489,-0.091384,0.987911,0.125226,0.25656,-0.09815,0.961532
plantview__langdon_4__15-04-24,43,44,1,12,12,0.5624,1.7314,2.7892,0.640034,OK,0.947958,0.011124,-0.318201,0.028272,0.992501,0.118922,0.317138,-0.121729,0.940535
plantview__langdon_4__15-04-24,43,45,2,8,8,0.0,1.6823,2.0679,0.666667,OK,0.948868,0.143062,-0.281395,0.019077,0.863794,0.503484,0.315097,-0.483108,0.816897
plantview__langdon_4__15-04-24,43,46,3,4,4,0.0,0.0,0.0,0.333333,OK,0.947464,0.258911,-0.187819,0.010406,0.56193,0.82712,0.319692,-0.785621,0.529714
plantview__langdon_4__15-04-24,44,45,1,12,9,0.2456,3.3549,5.3982,0.802818,OK,0.999926,0.011237,0.004642,-0.012156,0.918288,0.395726,0.000184,-0.395753,0.918357
plantview__langdon_4__15-04-24,44,46,2,8,8,1.0226,3.8257,4.4997,0.329616,OK,0.999645,0.022511,0.014283,-0.025594,0.660335,0.750535,0.007464,-0.750634,0.660676
plantview__langdon_4__15-04-24,44,47,3,4,4,0.0,3.2461,4.6373,0.333333,OK,0.999799,0.011313,0.016523,-0.019162,0.300934,0.953452,0.005814,-0.953578,0.301091
plantview__langdon_4__15-04-24,45,46,1,12,12,0.505,2.0132,2.5612,0.664463,OK,0.999938,0.010445,0.003893,-0.011105,0.902845,0.429822,0.000975,-0.429839,0.902905
plantview__langdon_4__15-04-24,45,47,2,8,8,0.551,2.1166,2.8594,0.429828,OK,0.99996,0.007068,-0.005489,-0.000501,0.656593,0.754245,0.008935,-0.754212,0.656571
plantview__langdon_4__15-04-24,45,48,3,4,4,0.0,0.9392,1.3418,0.333333,OK,0.999974,0.007176,0.001099,-0.006032,0.737137,0.675717,0.004039,-0.675706,0.737161
plantview__langdon_4__15-04-24,46,47,1,12,11,0.4408,1.303,2.7342,0.694076,OK,0.999906,0.000904,-0.013676,0.004639,0.916618,0.399737,0.012897,-0.399763,0.916528
plantview__langdon_4__15-04-24,46,48,2,8,7,1.0778,1.5369,2.1274,0.320856,OK,0.999979,0.005192,-0.004001,-0.003776,0.955236,0.295819,0.005357,-0.295798,0.955236
plantview__langdon_4__15-04-24,46,49,3,4,4,0.2831,0.9859,1.1658,0.259792,OK,0.999978,0.006471,-0.001601,-0.006612,0.993385,-0.114642,0.000848,0.11465,0.993406
plantview__langdon_4__15-04-24,47,48,1,12,12,0.29,1.5693,1.8345,0.775186,OK,0.999962,0.004568,0.007453,-0.003726,0.994004,-0.109284,-0.007908,0.109252,0.993983
plantview__langdon_4__15-04-24,47,49,2,8,8,0.0,2.9399,3.2363,0.666667,OK,0.999942,0.004147,0.009977,0.001487,0.861803,-0.507242,-0.010702,0.507227,0.861746
plantview__langdon_4__15-04-24,47,50,3,4,4,0.0,2.4149,3.4498,0.333333,OK,0.999941,-0.00415,0.010072,0.010596,0.585089,-0.8109,-0.002528,0.810958,0.585098
plantview__langdon_4__15-04-24,48,49,1,12,12,1.8118,4.9424,5.0393,0.355649,OK,0.999766,-0.012472,0.017663,0.018711,0.908401,-0.417681,-0.010836,0.417914,0.908422
plantview__langdon_4__15-04-24,48,50,2,8,8,2.4688,3.3552,3.5538,0.192192,OK,0.999338,-0.015069,0.033117,0.034698,0.668578,-0.742832,-0.010947,0.743489,0.668659
plantview__langdon_4__15-04-24,48,51,3,4,4,4.9011,5.2707,5.4005,0.056487,OK,0.99589,0.01301,0.08963,0.080647,0.322989,-0.94296,-0.041217,0.946313,0.320612
plantview__langdon_4__15-04-24,49,50,1,12,12,0.9293,2.6092,3.0253,0.518316,OK,0.99998,-0.005851,-0.002419,0.004442,0.920543,-0.390615,0.004512,0.390597,0.920551
plantview__langdon_4__15-04-24,49,51,2,8,8,0.5921,4.1306,4.365,0.418733,OK,0.99888,0.006478,0.046871,0.029413,0.690938,-0.722315,-0.037064,0.722885,0.689974
plantview__langdon_4__15-04-24,49,52,3,4,4,0.0,0.0,0.0,0.333333,OK,0.954084,0.010612,-0.299353,-0.203555,0.756133,-0.621955,0.21975,0.654332,0.723574
plantview__langdon_4__15-04-24,50,51,1,12,9,0.0653,3.8609,4.9105,0.938709,OK,0.997144,0.013218,0.074361,0.017954,0.91486,-0.403372,-0.073362,0.403554,0.91201
plantview__langdon_4__15-04-24,50,52,2,8,8,1.2052,1.6799,1.6914,0.302321,OK,0.963628,0.015262,-0.26681,-0.096155,0.951306,-0.292866,0.249349,0.307869,0.918173
plantview__langdon_4__15-04-24,50,53,3,4,4,0.8131,1.5596,1.7667,0.183848,OK,0.969104,0.115777,-0.217792,-0.09483,0.990012,0.10432,0.227694,-0.080443,0.970404
plantview__langdon_4__15-04-24,51,52,1,12,8,0.1076,3.394,4.2681,0.902849,OK,0.941738,0.013179,-0.336088,0.02214,0.994636,0.101038,0.335617,-0.102593,0.936395
plantview__langdon_4__15-04-24,51,53,2,8,8,1.4411,3.3367,3.8536,0.273096,OK,0.945112,0.151328,-0.289593,0.009592,0.873057,0.487524,0.326607,-0.463542,0.823685
plantview__langdon_4__15-04-24,51,54,3,4,4,3.04,3.6699,3.8241,0.082509,OK,0.942949,0.269849,-0.195009,0.001419,0.582459,0.812859,0.332934,-0.766761,0.548846
plantview__langdon_4__15-04-24,52,53,1,12,12,0.6976,2.3424,3.2258,0.589084,OK,0.999932,0.009295,0.007078,-0.011357,0.915552,0.402038,-0.002743,-0.402091,0.915596
plantview__langdon_4__15-04-24,52,54,2,8,8,1.4173,3.2829,3.3946,0.275787,OK,0.9998,0.018175,0.008323,-0.018229,0.6581,0.75271,0.008203,-0.752711,0.6583
plantview__langdon_4__15-04-24,52,55,3,4,4,2.6086,3.4948,3.5122,0.092373,OK,0.999981,0.005065,0.003466,-0.004777,0.287905,0.957647,0.003852,-0.957645,0.287924
plantview__langdon_4__15-04-24,53,54,1,12,12,0.0,1.8306,1.9454,1.0,OK,0.999943,0.010059,-0.003705,-0.00754,0.905697,0.423859,0.007619,-0.423807,0.90572
plantview__langdon_4__15-04-24,53,55,2,8,8,0.7567,2.3199,2.8476,0.379497,OK,0.999892,0.005878,-0.013491,0.006276,0.658838,0.752259,0.01331,-0.752262,0.658729
plantview__langdon_4__15-04-24,53,56,3,4,4,0.6858,1.8021,1.9866,0.19773,OK,0.999968,0.004792,-0.00647,0.000843,0.736894,0.676008,0.008007,-0.675992,0.736866
plantview__langdon_4__15-04-24,54,55,1,12,12,0.0,1.9444,2.8271,1.0,OK,0.999924,-0.001463,-0.012219,0.006231,0.916414,0.400182,0.010612,-0.400228,0.916354
plantview__langdon_4__15-04-24,54,56,2,8,8,0.8184,1.5253,1.5662,0.366625,OK,0.999996,-0.000637,-0.002625,0.001384,0.955337,0.295517,0.00232,-0.295519,0.955334
plantview__langdon_4__15-04-24,54,57,3,4,4,0.9319,1.2647,1.2845,0.172538,OK,0.999966,0.007452,0.003434,-0.007034,0.994047,-0.108727,-0.004224,0.108699,0.994066
plantview__langdon_4__15-04-24,55,56,1,12,11,0.5177,2.4334,2.978,0.658893,OK,0.999952,-0.002324,0.009515,0.003306,0.994507,-0.10462,-0.00922,0.104647,0.994467
plantview__langdon_4__15-04-24,55,57,2,8,8,0.0,3.2231,3.7122,0.666667,OK,0.999919,0.007194,0.010527,-0.001182,0.874393,-0.485218,-0.012695,0.485166,0.87433
plantview__langdon_4__15-04-24,55,58,3,4,4,0.0,2.6681,3.8116,0.333333,OK,0.999376,-0.010059,0.033852,0.03312,0.599626,-0.799595,-0.012255,0.800217,0.599585
plantview__langdon_4__15-04-24,56,57,1,12,11,0.0923,3.5772,5.045,0.91548,OK,0.999987,0.002417,0.004585,-0.000429,0.920176,-0.391504,-0.005165,0.391496,0.920165
plantview__langdon_4__15-04-24,56,58,2,8,6,0.5077,3.3134,3.4818,0.442162,OK,0.999405,-0.015682,0.030729,0.03325,0.675384,-0.736716,-0.009201,0.737299,0.675503
plantview__langdon_4__15-04-24,56,59,3,4,4,1.1353,2.9817,3.2864,0.156107,OK,0.99996,-0.001339,0.008867,0.008817,0.327084,-0.944954,-0.001635,0.944994,0.327083
plantview__langdon_4__15-04-24,57,58,1,12,12,2.7284,3.3102,3.7015,0.268212,OK,0.999961,-0.007872,-0.003988,0.005496,0.909107,-0.416527,0.006904,0.416489,0.909115
plantview__langdon_4__15-04-24,57,59,2,8,8,1.6966,3.6571,3.9858,0.247228,OK,0.999305,-0.010774,-0.035693,-0.019543,0.663898,-0.747568,0.031751,0.747746,0.663226
plantview__langdon_4__15-04-24,57,60,3,4,4,0.9488,2.3017,2.4749,0.171049,OK,0.947267,0.003243,-0.32043,-0.218013,0.739379,-0.637015,0.234854,0.673281,0.701096
plantview__langdon_4__15-04-24,58,59,1,12,12,0.5551,2.832,3.335,0.643047,OK,0.999988,6.3e-05,-0.00494,-0.002067,0.913522,-0.406785,0.004487,0.40679,0.913511
plantview__langdon_4__15-04-24,58,60,2,8,8,0.9247,1.6952,1.8752,0.346377,OK,0.966822,0.011561,-0.255191,-0.088031,0.952864,-0.290347,0.239805,0.303178,0.922267
plantview__langdon_4__15-04-24,58,61,3,4,4,0.9576,1.4857,1.5687,0.170277,OK,0.972209,0.110674,-0.206305,-0.088219,0.989434,0.115059,0.216859,-0.093662,0.971699
plantview__langdon_4__15-04-24,59,60,1,12,12,0.6056,2.8089,4.7303,0.622813,OK,0.967024,0.013235,-0.254342,0.017681,0.992751,0.118884,0.254071,-0.11946,0.95978
plantview__langdon_4__15-04-24,59,61,2,8,8,1.8497,2.5623,3.071,0.233941,OK,0.968774,0.118778,-0.217643,0.007946,0.862465,0.506054,0.247818,-0.491982,0.83459
plantview__langdon_4__15-04-24,59,62,3,4,4,2.2351,3.022,3.3084,0.103038,OK,0.967737,0.206346,-0.144588,0.002609,0.565612,0.824668,0.251947,-0.798439,0.546825
plantview__langdon_4__15-04-24,60,61,1,12,10,0.3625,2.4187,3.8704,0.733946,OK,0.999976,0.005116,0.004595,-0.006526,0.916587,0.399782,-0.002167,-0.399803,0.916599
plantview__langdon_4__15-04-24,60,62,2,8,8,1.7381,2.4869,3.6214,0.243481,OK,0.999918,0.012246,0.003612,-0.010806,0.661001,0.750307,0.0068,-0.750285,0.66108
plantview__langdon_4__15-04-24,60,63,3,4,4,0.849,2.2082,2.427,0.18028,OK,0.999969,0.003469,-0.007075,0.005736,0.295078,0.955456,0.005402,-0.955467,0.295049
plantview__langdon_4__15-04-24,61,62,1,12,12,0.0,1.4534,2.6327,1.0,OK,0.999973,0.006727,-0.00285,-0.004877,0.905142,0.425081,0.005439,-0.425056,0.905151
plantview__langdon_4__15-04-24,61,63,2,8,8,0.0,2.0261,2.9777,0.666667,OK,0.99986,0.006107,-0.015574,0.007724,0.657287,0.753601,0.014838,-0.753615,0.657148
plantview__langdon_4__15-04-24,61,64,3,4,4,0.0,0.9685,1.3835,0.333333,OK,0.999998,0.000855,0.001691,-0.001775,0.734562,0.678539,-0.000662,-0.678541,0.734563
plantview__langdon_4__15-04-24,62,63,1,12,10,0.0788,1.136,1.5201,0.926975,OK,0.999842,0.005293,-0.01697,0.00201,0.914856,0.403775,0.017662,-0.403745,0.914701
plantview__langdon_4__15-04-24,62,64,2,8,8,0.7686,1.2475,1.2514,0.376953,OK,0.999981,0.003596,0.00501,-0.004947,0.952812,0.303522,-0.003682,-0.303541,0.952811
plantview__langdon_4__15-04-24,62,65,3,4,4,0.6548,1.2846,1.4716,0.201436,OK,0.999924,0.008987,0.008409,-0.008084,0.994767,-0.101846,-0.00928,0.10177,0.994765
plantview__langdon_4__15-04-24,63,64,1,12,8,0.2327,1.8813,2.2416,0.811252,OK,0.999686,-0.006344,0.024245,0.00867,0.995238,-0.097085,-0.023513,0.097265,0.994981
plantview__langdon_4__15-04-24,63,65,2,8,8,0.0,1.9146,2.3498,0.666667,OK,0.999553,0.00104,0.029884,0.013468,0.876623,-0.480989,-0.026697,0.481177,0.876217
plantview__langdon_4__15-04-24,63,66,3,4,4,0.0,1.846,2.6371,0.333333,OK,0.99937,-0.000327,0.035489,0.028808,0.591489,-0.805798,-0.020728,0.806313,0.591126
plantview__langdon_4__15-04-24,64,65,1,12,7,0.2168,3.3857,3.923,0.821805,OK,0.999984,-0.003413,0.004523,0.004941,0.915928,-0.401311,-0.002773,0.401327,0.915931
plantview__langdon_4__15-04-24,64,66,2,8,5,0.0,3.068,3.0978,0.666667,OK,0.99981,-0.014565,0.012991,0.019335,0.648634,-0.760855,0.002656,0.760961,0.648792
plantview__langdon_4__15-04-24,64,67,3,4,4,0.2814,2.5965,3.4681,0.260123,OK,0.999907,-0.004717,0.012818,0.013635,0.2903,-0.956839,0.000792,0.956924,0.290337
plantview__langdon_4__15-04-24,65,66,1,12,12,0.9661,2.2306,2.508,0.508608,OK,0.999846,-0.016567,0.005788,0.017433,0.899693,-0.436175,0.002018,0.436209,0.899843
plantview__langdon_4__15-04-24,65,67,2,8,8,2.085,2.7433,2.8292,0.216098,OK,0.999935,-0.009946,0.005555,0.010667,0.646375,-0.762945,0.003998,0.762955,0.646439
plantview__langdon_4__15-04-24,65,68,3,4,4,1.4764,2.491,2.543,0.134603,OK,0.942005,0.004019,-0.335574,-0.229293,0.737852,-0.634822,0.245052,0.674951,0.695982
plantview__langdon_4__15-04-24,66,67,1,12,12,1.599,2.117,2.4091,0.384762,OK,0.999969,0.007587,0.002271,-0.006009,0.913649,-0.406459,-0.005159,0.406433,0.913666
plantview__langdon_4__15-04-24,66,68,2,8,8,0.4704,1.5299,1.5383,0.453387,OK,0.94478,0.026381,-0.326642,-0.117164,0.958064,-0.261506,0.306046,0.285336,0.908251
plantview__langdon_4__15-04-24,66,69,3,4,4,0.2542,1.1612,1.441,0.265779,OK,0.949967,0.149383,-0.274311,-0.115349,0.983922,0.136355,0.29027,-0.097892,0.951925
plantview__langdon_4__15-04-24,67,68,1,12,12,1.5035,2.9909,4.7569,0.399436,OK,0.944785,0.020716,-0.327035,0.026073,0.990083,0.138041,0.326651,-0.138946,0.934876
plantview__langdon_4__15-04-24,67,69,2,8,8,1.0535,3.219,3.3087,0.324654,OK,0.945988,0.149659,-0.287592,0.021804,0.8557,0.517013,0.323468,-0.495358,0.806219
plantview__langdon_4__15-04-24,67,70,3,4,4,1.3896,2.9366,3.0041,0.139496,OK,0.945651,0.264096,-0.189729,0.010764,0.557713,0.829964,0.325004,-0.786899,0.52456
plantview__langdon_4__15-04-24,68,69,1,12,7,0.2111,2.3161,4.2825,0.825703,OK,0.99999,0.004385,-0.000758,-0.003712,0.915902,0.401386,0.002454,-0.401379,0.915909
plantview__langdon_4__15-04-24,68,70,2,8,5,0.3754,3.258,3.9545,0.484712,OK,0.999762,0.021138,0.005451,-0.018065,0.660942,0.75022,0.012256,-0.750139,0.661166
plantview__langdon_4__15-04-24,68,71,3,4,4,0.0,0.2915,0.4164,0.333333,OK,0.999946,0.009251,-0.004696,0.001642,0.305847,0.952079,0.010244,-0.952036,0.305815
plantview__langdon_4__15-04-24,69,70,1,12,12,0.0,1.8702,1.9996,1.0,OK,0.999932,0.010705,0.004624,-0.011656,0.906021,0.423073,0.000339,-0.423098,0.906084
plantview__langdon_4__15-04-24,69,71,2,8,8,0.0,1.3768,1.8472,0.666667,OK,0.999921,0.002238,-0.012396,0.007753,0.666275,0.745666,0.009928,-0.745703,0.666205
plantview__langdon_4__15-04-24,69,72,3,4,4,0.0,0.0,0.0,0.333333,OK,0.999945,0.005437,0.008927,-0.01007,0.730021,0.683351,-0.002801,-0.683403,0.730036
plantview__langdon_4__15-04-24,70,71,1,12,12,0.6827,1.2419,2.2416,0.594288,OK,0.99975,-0.00101,-0.022336,0.009743,0.918828,0.394538,0.020125,-0.394657,0.918608
plantview__langdon_4__15-04-24,70,72,2,8,8,0.9984,1.6638,2.2272,0.333605,OK,0.99998,0.005779,0.002616,-0.006306,0.950599,0.310358,-0.000693,-0.310369,0.950616
plantview__langdon_4__15-04-24,70,73,3,4,4,0.9697,1.405,1.4677,0.169227,OK,0.999868,0.016166,0.001818,-0.015946,0.996055,-0.087295,-0.003222,0.087254,0.996181
plantview__langdon_4__15-04-24,71,72,1,12,12,0.5674,1.3969,1.5484,0.638,OK,0.999632,0.004649,0.026727,-0.002304,0.996196,-0.087109,-0.02703,0.087016,0.99584
plantview__langdon_4__15-04-24,71,73,2,8,8,0.0,0.5843,1.9476,0.666667,OK,0.999512,0.021597,0.022553,-0.008267,0.879494,-0.475839,-0.030112,0.47542,0.879243
plantview__langdon_4__15-04-24,71,74,3,4,4,0.0,0.0,0.0,0.333333,OK,0.999641,0.014113,0.022769,0.009846,0.5969,-0.802255,-0.024913,0.802191,0.596547
plantview__langdon_4__15-04-24,72,73,1,12,12,1.3456,1.8634,2.0765,0.426334,OK,0.999969,0.007411,-0.002675,-0.007858,0.913089,-0.407683,-0.000579,0.407692,0.913119
plantview__langdon_4__15-04-24,72,74,2,8,8,1.0112,2.9038,3.2347,0.331471,OK,0.99982,-0.013838,0.012947,0.018825,0.647084,-0.762186,0.002169,0.762293,0.647228
plantview__langdon_4__15-04-24,72,75,3,4,4,0.8327,2.8406,3.3443,0.181885,OK,0.999898,-6e-05,0.014273,0.013677,0.290038,-0.956917,-0.004082,0.957015,0.290009
plantview__langdon_4__15-04-24,73,74,1,12,12,1.08,2.2305,2.3123,0.48077,OK,0.999475,-0.020332,0.025207,0.029183,0.902904,-0.428851,-0.01404,0.429362,0.903023
plantview__langdon_4__15-04-24,73,75,2,8,8,0.9718,2.7963,3.379,0.338108,OK,0.999655,0.000825,0.026255,0.0191,0.663331,-0.748082,-0.018033,0.748326,0.663086
plantview__langdon_4__15-04-24,73,76,3,4,4,0.9834,2.0356,2.065,0.168058,OK,0.955268,0.014783,-0.295373,-0.210687,0.734912,-0.644605,0.207544,0.678002,0.705152
plantview__langdon_4__15-04-24,74,75,1,12,12,1.7725,2.382,2.7257,0.360686,OK,0.999951,0.007433,0.006551,-0.004241,0.918649,-0.395052,-0.008954,0.395005,0.918635
plantview__langdon_4__15-04-24,74,76,2,8,8,2.117,2.4035,2.6606,0.213884,OK,0.953178,0.020249,-0.301733,-0.11005,0.95257,-0.283725,0.281676,0.303646,0.910196
plantview__langdon_4__15-04-24,75,76,1,12,9,0.3167,3.7589,4.2173,0.759454,OK,0.949354,0.017045,-0.313745,0.017113,0.994241,0.105797,0.313741,-0.105808,0.943595
plantview__langdon_4__19-03-24,0,1,1,12,12,0.5003,2.3286,3.4967,0.666512,OK,0.99997,0.007771,-0.000213,-0.007277,0.925975,-0.377515,-0.002736,0.377505,0.926003
plantview__langdon_4__19-03-24,0,2,2,8,8,1.8325,3.4975,3.9536,0.235361,OK,0.999815,-0.014649,0.01243,0.019048,0.67138,-0.740868,0.002508,0.740968,0.671535
plantview__langdon_4__19-03-24,0,3,3,4,4,0.9268,2.6953,3.056,0.172997,OK,0.999619,-0.010446,0.025547,0.027537,0.314574,-0.948834,0.001875,0.949176,0.314741
plantview__langdon_4__19-03-24,1,2,1,12,11,0.0,1.597,3.5964,1.0,OK,0.999798,-0.017562,0.009791,0.020088,0.893469,-0.448676,-0.000868,0.448782,0.893641
plantview__langdon_4__19-03-24,1,3,2,8,8,0.0,2.9818,3.6203,0.666667,OK,0.999752,-0.011815,0.018857,0.022085,0.630791,-0.775639,-0.00273,0.775863,0.630896
plantview__langdon_4__19-03-24,1,4,3,4,3,0.4075,2.8049,3.6577,0.236825,OK,0.957106,-0.058644,-0.283742,-0.243783,0.366251,-0.898015,0.156584,0.928666,0.336244
plantview__langdon_4__19-03-24,2,3,1,12,12,0.0,0.8589,0.8703,1.0,OK,0.999988,-0.002481,0.004298,0.004006,0.914672,-0.404178,-0.002928,0.40419,0.91467
plantview__langdon_4__19-03-24,2,4,2,8,8,0.0,1.2178,1.3017,0.666667,OK,0.954037,-0.053741,-0.294832,-0.156179,0.750485,-0.642168,0.255778,0.658699,0.707597
plantview__langdon_4__19-03-24,2,5,3,4,3,0.0,0.7001,1.0002,0.333333,OK,0.951567,0.075236,-0.298094,-0.159784,0.949384,-0.270442,0.262658,0.304975,0.915424
plantview__langdon_4__19-03-24,3,4,1,12,11,0.6115,2.303,4.6811,0.620524,OK,0.951525,-0.052675,-0.303028,-0.042637,0.953124,-0.299561,0.304602,0.29796,0.904675
plantview__langdon_4__19-03-24,3,5,2,8,8,0.0,1.7986,3.1145,0.666667,OK,0.950495,0.082561,-0.299571,-0.045093,0.990501,0.129905,0.307451,-0.109966,0.945189
plantview__langdon_4__19-03-24,3,6,3,4,4,0.858,2.9752,3.5148,0.179404,OK,0.949673,0.198825,-0.242056,-0.046766,0.854069,0.518054,0.309734,-0.480661,0.820384
plantview__langdon_4__19-03-24,4,5,1,12,12,0.7421,4.0771,4.5042,0.574013,OK,0.999991,0.001678,-0.00391,0.000137,0.905817,0.42367,0.004252,-0.423666,0.905808
plantview__langdon_4__19-03-24,4,6,2,8,8,1.4121,4.0048,5.5662,0.276389,OK,0.999984,0.00427,-0.003807,2.1e-05,0.662706,0.74888,0.00572,-0.748867,0.662695
plantview__langdon_4__19-03-24,4,7,3,4,4,2.1195,4.3385,4.8714,0.106856,OK,0.999875,0.015744,-0.001554,-0.00255,0.257344,0.966316,0.015614,-0.966191,0.257352
plantview__langdon_4__19-03-24,5,6,1,12,12,0.0,0.9176,1.3778,1.0,OK,0.999999,-0.001187,-0.000209,0.001172,0.917085,0.398689,-0.000282,-0.398689,0.917086
plantview__langdon_4__19-03-24,5,7,2,8,8,0.0,2.3331,3.6134,0.666667,OK,0.999976,0.00658,-0.002062,-0.002598,0.636483,0.771286,0.006388,-0.771262,0.636485
plantview__langdon_4__19-03-24,5,8,3,4,4,0.7781,1.981,2.1632,0.18747,OK,0.99996,0.007449,-0.005047,0.001976,0.365441,0.930833,0.008778,-0.930805,0.365411
plantview__langdon_4__19-03-24,6,7,1,12,12,0.4672,1.9296,2.7141,0.681573,OK,0.999979,0.006423,0.000207,-0.005837,0.894308,0.447415,0.002688,-0.447407,0.894327
plantview__langdon_4__19-03-24,6,8,2,8,8,0.0,0.4485,0.6864,0.666667,OK,0.99996,0.008919,0.001198,-0.007236,0.717681,0.696335,0.00535,-0.696315,0.717716
plantview__langdon_4__19-03-24,6,9,3,4,4,0.8742,1.1123,1.156,0.177857,OK,0.999917,0.011926,0.004838,-0.012861,0.940249,0.340246,-0.000491,-0.34028,0.940324
plantview__langdon_4__19-03-24,7,8,1,12,9,0.1338,2.6628,2.85,0.882001,OK,0.999981,0.00609,0.000383,-0.005916,0.952112,0.305692,0.001497,-0.305689,0.95213
plantview__langdon_4__19-03-24,7,9,2,8,8,0.0,1.0067,1.2901,0.666667,OK,0.999961,0.008795,0.000607,-0.008696,0.995376,-0.095661,-0.001446,0.095652,0.995414
plantview__langdon_4__19-03-24,7,10,3,4,4,0.0377,0.9838,1.3731,0.321219,OK,0.999956,-0.009263,0.001696,0.008818,0.857871,-0.513789,0.003304,0.513782,0.857915
plantview__langdon_4__19-03-24,8,9,1,12,12,0.9093,2.2525,3.3581,0.523751,OK,0.999981,-0.005145,0.003518,0.006086,0.927607,-0.373509,-0.001342,0.373523,0.92762
plantview__langdon_4__19-03-24,8,10,2,8,8,0.8095,2.9675,3.6228,0.368424,OK,0.999533,-0.024812,0.017839,0.029929,0.676976,-0.735396,0.00617,0.735587,0.677402
plantview__langdon_4__19-03-24,8,11,3,4,4,1.0718,2.3854,2.4891,0.160892,OK,0.998996,-0.020278,0.039942,0.044434,0.335668,-0.940932,0.005673,0.941762,0.336232
plantview__langdon_4__19-03-24,9,10,1,12,12,0.0,0.7131,2.997,1.0,OK,0.999885,-0.013609,0.006722,0.015178,0.896345,-0.443098,5e-06,0.443149,0.896448
plantview__langdon_4__19-03-24,9,11,2,8,8,0.5207,2.4545,2.5628,0.43839,OK,0.999566,-0.00989,0.027741,0.027618,0.641857,-0.766327,-0.010227,0.766761,0.641852
plantview__langdon_4__19-03-24,9,12,3,4,4,1.4201,2.8798,2.8968,0.137734,OK,0.955521,-0.059197,-0.288921,-0.24527,0.384508,-0.889942,0.163774,0.921222,0.352886
plantview__langdon_4__19-03-24,10,11,1,12,12,0.0,1.1166,2.6069,1.0,OK,0.999903,-0.001137,0.013873,0.006552,0.917807,-0.396972,-0.012281,0.397024,0.917726
plantview__langdon_4__19-03-24,10,12,2,8,8,0.0,1.0897,1.1983,0.666667,OK,0.952403,-0.05634,-0.299591,-0.155959,0.754367,-0.637658,0.261928,0.654031,0.709674
plantview__langdon_4__19-03-24,10,13,3,4,4,0.3701,0.7778,0.794,0.243295,OK,0.948283,0.078641,-0.307531,-0.164175,0.950688,-0.263132,0.271673,0.300013,0.914432
plantview__langdon_4__19-03-24,11,12,1,12,12,0.0,1.5863,2.4448,1.0,OK,0.947744,-0.060371,-0.313266,-0.039761,0.951924,-0.303743,0.316543,0.300327,0.89978
plantview__langdon_4__19-03-24,11,13,2,8,7,0.0,1.8625,2.5211,0.666667,OK,0.946975,0.082173,-0.310621,-0.043692,0.990697,0.128882,0.318322,-0.108477,0.941756
plantview__langdon_4__19-03-24,11,14,3,4,4,0.5064,2.0279,2.4629,0.221282,OK,0.948998,0.197337,-0.245889,-0.042265,0.852487,0.521038,0.312437,-0.484071,0.817348
plantview__langdon_4__19-03-24,12,13,1,12,9,0.1725,2.5558,3.1721,0.852899,OK,0.999979,0.004741,-0.004339,-0.002454,0.905693,0.423927,0.00594,-0.423907,0.905686
plantview__langdon_4__19-03-24,12,14,2,8,8,1.5556,4.0283,4.7598,0.260868,OK,0.999984,0.005534,-0.000951,-0.002977,0.666202,0.745765,0.004761,-0.745751,0.666208
plantview__langdon_4__19-03-24,12,15,3,4,4,2.3848,3.8547,4.2467,0.098481,OK,0.999815,0.018995,-0.002979,-0.001889,0.251221,0.967928,0.019135,-0.967743,0.25121
plantview__langdon_4__19-03-24,13,14,1,12,11,0.1674,2.3072,4.4402,0.856614,OK,0.999955,-0.007465,0.005898,0.004561,0.920203,0.391415,-0.00835,-0.39137,0.920196
plantview__langdon_4__19-03-24,13,15,2,8,8,0.0,2.6008,3.0401,0.666667,OK,0.999993,0.000487,-0.003769,0.002585,0.639674,0.768642,0.002785,-0.768646,0.639668
