seq_id,date,offset,order,n_views,rot_median,rot_p90,center_median_norm,pose_gate
plantview__langdon_4__19-03-24,19-03-24,12,forward,16,1.0232119682309024,2.0194078484088,0.025616752286340617,PASS
plantview__langdon_4__19-03-24,19-03-24,16,forward,16,1.3072295481332208,3.3928123576703926,0.020703899593543462,PASS
plantview__langdon_4__19-03-24,19-03-24,20,forward,16,4.706140965261302,13.611911337522578,0.052069288482543996,PASS
plantview__langdon_4__19-03-24,19-03-24,24,forward,16,8.800537916127464,9.059762739147661,0.26883923839982193,PASS
plantview__langdon_4__19-03-24,19-03-24,28,forward,16,4.841017877515991,12.991772235922927,0.07938350061014063,PASS
plantview__langdon_4__19-03-24,19-03-24,32,forward,16,2.447297876630413,3.675453434310376,0.05201508986588624,PASS
plantview__langdon_4__19-03-24,19-03-24,36,forward,16,0.23867584944578837,1.9874633992118902,0.03235712570270167,PASS
plantview__langdon_4__19-03-24,19-03-24,40,forward,16,0.34009248405541137,1.1928658715908267,0.028421793964066536,PASS
plantview__langdon_4__19-03-24,19-03-24,44,forward,16,1.0745800787850066,1.519270152255802,0.03327607031037995,PASS
plantview__langdon_4__19-03-24,19-03-24,48,forward,16,0.6960990186592397,2.385438801979218,0.014026532982298112,PASS
plantview__langdon_4__19-03-24,19-03-24,52,forward,16,4.786059416952999,13.755255766326574,0.06850468926704276,PASS
plantview__langdon_4__19-03-24,19-03-24,56,forward,16,8.742713453566491,9.141359748400259,0.24938732294699878,PASS
plantview__langdon_4__19-03-24,19-03-24,60,forward,16,4.564382265767177,12.769790298630692,0.07502087963736709,PASS
plantview__langdon_4__19-03-24,19-03-24,64,forward,16,2.0004174612564274,3.1505827958446053,0.030755612534246305,PASS
plantview__langdon_4__19-03-24,19-03-24,68,forward,16,0.7096736414524567,3.193644229420768,0.01668185043337541,PASS
plantview__langdon_4__19-03-24,19-03-24,72,forward,16,0.8897515585195042,1.4127051480302892,0.024793955929962745,PASS
plantview__langdon_4__19-03-24,19-03-24,76,forward,16,0.8307209388440173,2.0846376078365063,0.021791012557852298,PASS
plantview__langdon_4__19-03-24,19-03-24,80,forward,16,1.9798709769602558,3.103610374826892,0.023819552951233794,PASS
plantview__langdon_4__19-03-24,19-03-24,84,forward,16,5.014799916726012,14.06774469076568,0.06339865030088636,PASS
plantview__langdon_4__19-03-24,19-03-24,88,forward,16,8.477284416943986,9.034410660851215,0.21076259143115206,PASS
plantview__langdon_4__19-03-24,19-03-24,92,forward,16,4.861417891351726,12.04945955396327,0.05787945358489267,PASS
plantview__langdon_4__19-03-24,19-03-24,96,forward,16,2.738532910092423,4.060582191888285,0.0393382850276591,PASS
plantview__langdon_4__19-03-24,19-03-24,100,forward,16,1.727054074998647,3.4169551631671498,0.029901743431186095,PASS
plantview__langdon_4__19-03-24,19-03-24,104,forward,16,1.2162176330159342,1.94865960163813,0.03343521874429242,PASS
plantview__langdon_4__19-03-24,19-03-24,108,forward,16,1.4442146327447833,2.1071566493262406,0.025309962839307053,PASS
plantview__langdon_4__19-03-24,19-03-24,112,forward,16,1.6678198831535989,2.840965741262225,0.019866339665885677,PASS
plantview__langdon_4__19-03-24,19-03-24,116,forward,16,4.952994400424345,13.689711255717299,0.06432530793322706,PASS
plantview__langdon_4__19-03-24,19-03-24,120,forward,16,8.412286697284353,9.240670547202122,0.20623592888761397,PASS
plantview__langdon_4__19-03-24,19-03-24,124,forward,16,4.5666532019184265,11.987505347601825,0.06094906557379104,PASS
plantview__langdon_4__19-03-24,19-03-24,128,forward,16,2.332966917746944,3.5057493622509197,0.044765831569023834,PASS
plantview__langdon_4__19-03-24,19-03-24,132,forward,16,1.3456193774367886,3.2967267217564613,0.022335803928298825,PASS
plantview__langdon_4__19-03-24,19-03-24,136,forward,16,1.3294081384274694,2.262367775829743,0.052856752621886306,PASS
plantview__langdon_4__19-03-24,19-03-24,140,forward,16,1.6218806101772931,2.8963484688101677,0.04496681282968905,PASS
plantview__langdon_4__19-03-24,19-03-24,144,forward,16,1.8444007596395036,3.621626585693069,0.02745566749394084,PASS
plantview__langdon_4__19-03-24,19-03-24,148,forward,16,5.05447028262663,13.794234528857146,0.06385240775610584,PASS
plantview__langdon_4__19-03-24,19-03-24,152,forward,16,8.759072850648407,9.353339869409194,0.2738112515615784,PASS
plantview__langdon_4__19-03-24,19-03-24,156,forward,16,5.116287117567434,12.975791311051132,0.06553029252171894,PASS
plantview__langdon_4__19-03-24,19-03-24,160,forward,16,1.6603873327292273,3.1932546181661587,0.0498475211105526,PASS
plantview__langdon_4__19-03-24,19-03-24,164,forward,16,1.5894588657243625,3.1863630063711517,0.04074376713600789,PASS
plantview__langdon_4__19-03-24,19-03-24,168,forward,16,1.0696300007420272,2.330828736052845,0.06640107798161834,PASS
plantview__langdon_4__19-03-24,19-03-24,172,forward,16,1.2773525289569572,2.1307268507066714,0.04419218544771787,PASS
plantview__langdon_4__19-03-24,19-03-24,176,forward,16,1.438266634043516,3.690088699129233,0.0235783287785249,PASS
