seq_id,date,offset,order,n_views,rot_median,rot_p90,center_median_norm,pose_gate
plantview__langdon_4__19-03-24,19-03-24,180,forward,16,5.0127862065344555,13.705447638393771,0.09363753660638902,PASS
plantview__langdon_4__19-03-24,19-03-24,184,forward,16,8.909753289605767,9.04065932416081,0.30575529378475863,PASS
plantview__langdon_4__19-03-24,19-03-24,188,forward,16,4.999717810834187,12.98996457382696,0.09240773367697178,PASS
plantview__langdon_4__19-03-24,19-03-24,192,forward,16,3.102537270082016,4.651527333171539,0.05368244717670756,PASS
plantview__langdon_4__19-03-24,19-03-24,196,forward,16,1.21025573804718,3.7162888893239643,0.03329945437773835,PASS
plantview__langdon_4__19-03-24,19-03-24,200,forward,16,1.5066973304820033,2.394295526217408,0.038755294551516134,PASS
plantview__langdon_4__19-03-24,19-03-24,204,forward,16,2.076932476056614,3.783724871372627,0.05044160304095285,PASS
plantview__langdon_4__19-03-24,19-03-24,208,forward,16,2.214555465736211,3.111221270113459,0.031261930716671396,PASS
plantview__langdon_4__19-03-24,19-03-24,212,forward,16,4.9548356355627705,13.78176209428062,0.08167984701316763,PASS
plantview__langdon_4__19-03-24,19-03-24,216,forward,16,8.910668949423023,9.08584630649499,0.30057881464830294,PASS
plantview__langdon_4__19-03-24,19-03-24,220,forward,16,5.418437918151609,13.069700410256058,0.08072313850019634,PASS
plantview__langdon_4__19-03-24,19-03-24,224,forward,16,3.334431551547481,5.335225676594243,0.05961420721127794,PASS
plantview__langdon_4__19-03-24,19-03-24,228,forward,16,1.958043427048871,3.5393654323397854,0.05484473348848908,PASS
plantview__langdon_4__19-03-24,19-03-24,232,forward,16,2.1496298074630618,4.208324572911732,0.04676831555495477,PASS
plantview__langdon_4__19-03-24,19-03-24,236,forward,16,1.7630274460860262,3.331441287322803,0.04460859750797845,PASS
plantview__langdon_4__19-03-24,19-03-24,240,forward,16,1.3935852989625708,3.045114997063314,0.01900793450581454,PASS
plantview__langdon_4__19-03-24,19-03-24,244,forward,16,5.057652852243313,13.880126742648471,0.09136517768588956,PASS
plantview__langdon_4__19-03-24,19-03-24,248,forward,16,8.822683322327311,9.243025665581374,0.29423825527201375,PASS
plantview__langdon_4__19-03-24,19-03-24,252,forward,16,5.1573105112760915,13.172213393311392,0.07089101937636524,PASS
plantview__langdon_4__19-03-24,19-03-24,256,forward,16,2.9308321095355776,3.9347125987561644,0.038717174286315825,PASS
plantview__langdon_4__19-03-24,19-03-24,260,forward,16,0.8445298740836038,3.068520528773581,0.03429586875288859,PASS
plantview__langdon_4__19-03-24,19-03-24,264,forward,16,0.9680430363841432,2.427407521898327,0.05264429306751182,PASS
plantview__langdon_4__19-03-24,19-03-24,268,forward,16,1.3367682098742726,1.852305558006785,0.04089479427233904,PASS
plantview__langdon_4__19-03-24,19-03-24,272,forward,16,1.8778039216402393,3.0227650067552427,0.024481841962851553,PASS
plantview__langdon_4__19-03-24,19-03-24,276,forward,16,5.093504159484876,13.863026117661644,0.07568325135694526,PASS
plantview__langdon_4__19-03-24,19-03-24,280,forward,16,8.809306616780354,9.18967506035442,0.29215542229363145,PASS
plantview__langdon_4__19-03-24,19-03-24,284,forward,16,4.944434073418652,13.015181036780007,0.09675862975304898,PASS
plantview__langdon_4__19-03-24,19-03-24,288,forward,16,2.0419121040827775,3.492371529742412,0.047737464254988676,PASS
plantview__langdon_4__19-03-24,19-03-24,292,forward,16,0.6256063301237439,2.8152647985705044,0.03198530862871351,PASS
plantview__langdon_4__19-03-24,19-03-24,296,forward,16,1.143339928738333,1.7155233705483908,0.03229883596657393,PASS
plantview__langdon_4__19-03-24,19-03-24,300,forward,16,0.9911335027087552,1.6787806197057225,0.04727767531037454,PASS
plantview__langdon_4__19-03-24,19-03-24,304,forward,16,1.9796535389294694,2.894001691836026,0.02411694047615925,PASS
plantview__langdon_4__19-03-24,19-03-24,308,forward,16,1.3265641645358186,2.875385626021754,0.018040001380559126,PASS
plantview__langdon_4__19-03-24,19-03-24,312,forward,16,0.9707846517339187,1.5238915994362856,0.022062200334123417,PASS
plantview__langdon_4__19-03-24,19-03-24,316,forward,16,0.3199162771446229,0.7276921245541513,0.013930525913777135,PASS
plantview__langdon_4__19-03-24,19-03-24,-1,reverse,16,1.432082901007844,3.522591231000212,0.0466008150200808,PASS
