sequence_id,plant_id,dataset,date,canopy_fraction,background_fraction,density_class,view_count,n_frames,rot_median,rot_p90,rot_mean,center_median_norm,center_p90_norm,trajectory_cosine,neighbor_rpe_rot,neighbor_rpe_trans,focal_error,pose_gate,failure_type
wheat3dgs__plot_467,wheat_467,Wheat3DGS,2023-06-30,0.08183145635313785,0.9181685436468622,MEDIUM,36,36,3.332743906438918,4.621291426771556,2.7930509658788583,0.10271583397425901,0.22788482531800575,0.9933288427702954,1.5825822611365505,0.13737047234947258,0.9317232190364305,PASS,PASS
plantview__langdon_4__05-03-24,langdon_4,3DPlantView,05-03-24,0.10551065243484226,0.8944893475651577,HIGH,8,8,2.537150162998338,3.656007263235311,2.0599405027606323,0.028495256352590745,0.05849772927490863,0.9989493512482471,2.811744637494218,0.046304647812490426,0.5482272764581443,PASS,PASS
plantview__langdon_4__05-03-24,langdon_4,3DPlantView,05-03-24,0.10551065243484226,0.8944893475651577,HIGH,16,16,1.8792913753895597,3.74389707780018,1.8488466576733416,0.03619099731821407,0.04818925441895813,0.9988671248367321,2.047929660244932,0.05709652941824871,0.5467727301706686,PASS,PASS
plantview__langdon_4__05-03-24,langdon_4,3DPlantView,05-03-24,0.10551065243484226,0.8944893475651577,HIGH,24,24,1.526701091420056,3.7300451901465865,1.6899814525722174,0.029794817619078783,0.06007668749541753,0.9987633708428203,2.105117585697176,0.05727838837741611,0.5469585606228436,PASS,PASS
plantview__langdon_4__05-03-24,langdon_4,3DPlantView,05-03-24,0.10551065243484226,0.8944893475651577,HIGH,320,320,1.7123416229007484,4.100733368279,1.8370344708757762,0.03092462090721783,0.05638058355624813,0.989787789463371,2.0647836864473343,0.14850710583118382,0.5466408333917924,PASS,PASS
plantview__langdon_4__12-03-24,langdon_4,3DPlantView,12-03-24,0.10917631172839506,0.890823688271605,HIGH,8,8,78.08298150838368,142.13878706469532,82.36383778465796,0.893675738597193,1.0524917808400611,0.6604848354326115,48.27240387049862,0.9405643186051964,0.5597208605418555,FAIL,ROTATION_AND_TRANSLATION
plantview__langdon_4__12-03-24,langdon_4,3DPlantView,12-03-24,0.10917631172839506,0.890823688271605,HIGH,16,16,81.61562626659958,145.4992150309102,83.39652529072859,0.858482539634329,1.1140170420050723,0.5207706656197082,28.515249303809984,0.7477302706477855,0.5592204775541066,FAIL,ROTATION_AND_TRANSLATION
plantview__langdon_4__12-03-24,langdon_4,3DPlantView,12-03-24,0.10917631172839506,0.890823688271605,HIGH,24,24,79.97290176861262,146.33077478627055,84.41931805749822,0.923957272761445,1.221143947408149,0.7074292177637502,22.434683823160075,0.7128251748107938,0.5604748048352771,FAIL,ROTATION_AND_TRANSLATION
plantview__langdon_4__12-03-24,langdon_4,3DPlantView,12-03-24,0.10917631172839506,0.890823688271605,HIGH,320,320,84.19319377751691,158.48148733564892,86.61606744111553,0.9061460771025166,1.1861447066195747,0.5346615838128539,4.804304347251441,0.9379223471174944,0.5607251922796987,FAIL,ROTATION_AND_TRANSLATION
plantview__langdon_4__13-02-24,langdon_4,3DPlantView,13-02-24,0.08619491598079562,0.9138050840192044,MEDIUM,8,8,1.4474314698948048,3.326097683578322,1.6062325203603984,0.027241703342196163,0.04411896634934239,0.9990719076856956,1.9519959022897098,0.055402828969976683,0.5371914602893137,PASS,PASS
plantview__langdon_4__13-02-24,langdon_4,3DPlantView,13-02-24,0.08619491598079562,0.9138050840192044,MEDIUM,16,16,0.22388989329417466,3.5485988233601193,1.1198016447250718,0.03987838499144787,0.06829681462490728,0.9977118802898252,1.0023591639317921,0.07373958588523845,0.533813118061415,PASS,PASS
plantview__langdon_4__13-02-24,langdon_4,3DPlantView,13-02-24,0.08619491598079562,0.9138050840192044,MEDIUM,24,24,0.0,4.464021576211334,1.3694231670006862,0.039867914035355834,0.07183956040275058,0.998746077230638,1.8965890095729596,0.06771244708319726,0.5352812168226352,PASS,PASS
plantview__langdon_4__13-02-24,langdon_4,3DPlantView,13-02-24,0.08619491598079562,0.9138050840192044,MEDIUM,340,340,2.222463028882418,4.6855218374179,2.134320289158747,0.038627610564536584,0.07456332052650669,0.9841749161564424,1.8887564610715988,0.2010367393649452,0.5346474495264766,PASS,PASS
plantview__langdon_4__15-04-24,langdon_4,3DPlantView,15-04-24,0.10120445387517146,0.8987955461248286,MEDIUM,8,8,81.36075843849468,138.39701821253223,78.64808673689576,0.889770671281193,1.1013299049036789,0.3049811527956449,51.050516862385145,0.9558802759356227,0.5572396038332142,FAIL,ROTATION_AND_TRANSLATION
plantview__langdon_4__15-04-24,langdon_4,3DPlantView,15-04-24,0.10120445387517146,0.8987955461248286,MEDIUM,16,16,90.02554135441288,153.1884048774147,83.66575730805557,0.9374011721150495,1.243040893138094,0.5384928627713883,31.84825784600632,0.6745448643240828,0.5554911206020223,FAIL,ROTATION_AND_TRANSLATION
plantview__langdon_4__15-04-24,langdon_4,3DPlantView,15-04-24,0.10120445387517146,0.8987955461248286,MEDIUM,24,24,79.10914071003981,149.28037506012046,84.43742131113977,0.9150480015473222,1.2727572098418984,0.6759773962314545,26.03230656113981,0.654870896238878,0.5565397062971346,FAIL,ROTATION_AND_TRANSLATION
plantview__langdon_4__15-04-24,langdon_4,3DPlantView,15-04-24,0.10120445387517146,0.8987955461248286,MEDIUM,318,318,89.8219602286456,163.30619151794366,89.2487847208736,0.9544079469535561,1.2365707713907683,0.43916075225407825,5.971031147355415,0.983535578421854,0.5552024458614374,FAIL,ROTATION_AND_TRANSLATION
plantview__langdon_4__19-03-24,langdon_4,3DPlantView,19-03-24,0.11209715792181069,0.8879028420781893,HIGH,8,8,83.6811204836452,162.8255596250794,90.70121782934797,0.7825067811457225,1.104162126393444,0.6246375156938905,48.91341052060957,0.9179228051263532,0.5419707886794998,FAIL,ROTATION_AND_TRANSLATION
plantview__langdon_4__19-03-24,langdon_4,3DPlantView,19-03-24,0.11209715792181069,0.8879028420781893,HIGH,16,16,66.97528394288553,151.05847414026664,83.03117664533423,0.7466133812409033,1.1234970337312764,0.6137732852300554,32.019463907826356,0.817344349461853,0.5372387859614275,FAIL,ROTATION_AND_TRANSLATION
plantview__langdon_4__19-03-24,langdon_4,3DPlantView,19-03-24,0.11209715792181069,0.8879028420781893,HIGH,24,24,76.39741932303315,156.1334154792955,85.50035131340174,0.6253535087838673,1.1975564961706435,0.7316829433000038,27.49337830348069,0.8081794466775264,0.5385624319072934,FAIL,ROTATION_AND_TRANSLATION
plantview__langdon_4__19-03-24,langdon_4,3DPlantView,19-03-24,0.11209715792181069,0.8879028420781893,HIGH,320,320,78.94672764722915,159.53115089910273,86.87493285602318,0.8706068044882557,1.2030002958403978,0.5110304631184077,5.33946456375157,0.9764097677137149,0.5375891865558353,FAIL,ROTATION_AND_TRANSLATION
plantview__langdon_4__20-02-24,langdon_4,3DPlantView,20-02-24,0.1033937757201646,0.8966062242798354,HIGH,8,8,2.7355069793829507,5.240425341870892,2.7849185135933747,0.06418702350354075,0.08196361950476644,0.9977761653095337,3.51175498912501,0.06995008907257612,0.5214772460196822,PASS,PASS
plantview__langdon_4__20-02-24,langdon_4,3DPlantView,20-02-24,0.1033937757201646,0.8966062242798354,HIGH,16,16,2.204131976856799,5.5418096062898705,2.668055948858953,0.056290249439156545,0.08502364422377495,0.991088938287333,3.8842009237727195,0.11564284726651558,0.519765883089157,PASS,PASS
plantview__langdon_4__20-02-24,langdon_4,3DPlantView,20-02-24,0.1033937757201646,0.8966062242798354,HIGH,24,24,2.8437330528875853,6.625146445349347,3.0837231974906483,0.05415024264605982,0.0918012798077273,0.9969978853720337,5.103010021527333,0.08400028283897594,0.520750445604322,PASS,PASS
plantview__langdon_4__20-02-24,langdon_4,3DPlantView,20-02-24,0.1033937757201646,0.8966062242798354,HIGH,338,338,3.591720719344443,7.510491210384048,4.072624394851641,0.05925875907191658,0.11179366270992841,0.9432768343310591,3.1938141661604904,0.32321895344842017,0.5206235387507246,PASS,PASS
