sequence_id,window_a,window_b,n_overlap,n_inliers,s_center,rmse_center,s_dense,dense_confidence,n_dense_frames,s_ratio
plantview__langdon_4__15-04-24,31,32,8,8,1.0123685017371602,0.035823646607776885,0.953585690115264,134.54161310349204,8,0.9419353609668528
plantview__langdon_4__15-04-24,32,33,8,5,0.9931222112255973,0.01257425223125299,0.7790172440727947,123.24565845158251,5,0.7844122659500498
plantview__langdon_4__15-04-24,33,34,8,8,1.0327112263261564,0.01771778830271856,0.8960518165374198,65.2615748472782,8,0.8676692900154684
plantview__langdon_4__15-04-24,34,35,8,5,1.0124878652930978,0.02815675610946367,0.7113399153395323,56.609710732035985,5,0.7025663612606475
plantview__langdon_4__15-04-24,35,36,8,8,0.9973618154047927,0.01746636373170346,0.9538173171010623,154.43557464405524,8,0.9563403193994776
plantview__langdon_4__15-04-24,36,37,8,8,1.0374346900302642,0.023920882368562105,0.7698782572666909,115.25639964359503,8,0.7420980469086028
plantview__langdon_4__15-04-24,37,38,8,8,0.9576874884071063,0.027515022558586896,0.8892653642588831,116.12374892717679,8,0.928554852207553
plantview__langdon_4__19-03-24,0,1,8,8,1.0035480924109574,0.022632813177580494,0.8052762315380302,54.466344468947845,8,0.8024291388003216
plantview__langdon_4__19-03-24,1,2,8,8,0.953254450717742,0.011792887441183486,0.6433610291155304,113.38528901297502,8,0.6749100711054841
plantview__langdon_4__19-03-24,2,3,8,8,0.9715565330236333,0.013828762736492783,0.7059337001726171,144.16121789282644,8,0.7266007444524539
plantview__langdon_4__19-03-24,3,4,8,8,1.1160591818234566,0.015420068866504445,0.7946612649666102,143.99563927484522,8,0.7120243065141624
plantview__langdon_4__19-03-24,4,5,8,8,0.9136405201866074,0.019421424464518573,0.803631597566295,34.61745556150046,8,0.879592771785293
plantview__langdon_4__19-03-24,5,6,8,8,0.9490377247838832,0.012370349101850217,0.6353790615085324,89.44693856453843,8,0.6694982137335186
plantview__langdon_4__19-03-24,6,7,8,8,0.9621339627809008,0.015035742314231151,0.7194474087429112,52.526758549137924,8,0.7477622000406874
plantview__langdon_4__19-03-24,7,8,8,8,1.1832054234236438,0.015377727796802533,0.8209414060159924,96.32005182123457,8,0.6938282987586141
plantview__langdon_4__19-03-24,8,9,8,8,0.8682328680939472,0.014536648933593802,0.7495893417418351,44.44580068834827,8,0.8633505702075377
plantview__langdon_4__19-03-24,9,10,8,7,0.9879647843249445,0.01063204024524919,0.6348596526680731,158.4228295948982,7,0.6425934028628959
plantview__langdon_4__19-03-24,10,11,8,8,0.926638406371308,0.014689284252290635,0.7196242520400407,54.04641773060096,8,0.7765966175070064
plantview__langdon_4__19-03-24,11,12,8,8,1.2169210817196565,0.016087525538950136,0.8351115939792262,60.574718886789,8,0.6862495904821639
plantview__langdon_4__19-03-24,12,13,8,8,0.8699254142595315,0.011781049872980759,0.7904294564971561,63.95717860234177,8,0.9086175016164562
plantview__langdon_4__19-03-24,13,14,8,8,0.9875191920871766,0.0064626601504814175,0.6466175727034541,125.59545245010007,8,0.6547898794116517
plantview__langdon_4__19-03-24,14,15,8,8,0.9570326557397395,0.015963677389414718,0.7032254466242305,88.00160133950553,8,0.7347977547126348
plantview__langdon_4__19-03-24,15,16,8,8,1.2515790747148905,0.027765637283365476,0.8467653112617773,33.27963561381431,8,0.6765575810339194
plantview__langdon_4__19-03-24,16,17,8,8,0.9674963761586582,0.015047566105513117,0.7586898661824665,86.06406639631268,8,0.7841785094790371
plantview__langdon_4__19-03-24,17,18,8,8,0.9673557662230263,0.01417692847775222,0.6525139351083987,223.60038543609608,8,0.6745335665451132
plantview__langdon_4__19-03-24,18,19,8,8,0.9111702682022272,0.015051665302287956,0.6972655114370152,42.794691077429874,8,0.7652417289830428
plantview__langdon_4__19-03-24,19,20,8,8,1.1894812718949066,0.012972638460797815,0.851743901795806,118.28606710156458,8,0.7160633142537275
plantview__langdon_4__19-03-24,20,21,8,8,0.9531312092900585,0.011906518049485754,0.7861527477228725,70.0812902976742,8,0.8248106242459942
plantview__langdon_4__19-03-24,21,22,8,8,0.9782824905167518,0.017858118720006703,0.6805026853666828,68.63379783846136,8,0.6956095933059431
plantview__langdon_4__19-03-24,22,23,8,8,0.9946214105293822,0.01563823786068531,0.7164400575300035,109.82177632480075,8,0.7203143326149413
plantview__langdon_4__19-03-24,23,24,8,8,1.0652399722444172,0.02185679333930578,0.8175003211515393,72.86396376114637,8,0.7674330127033249
plantview__langdon_4__19-03-24,24,25,8,8,0.938093854758392,0.015145831275215172,0.8355082309114705,114.92486943695691,8,0.8906446051996123
plantview__langdon_4__19-03-24,25,26,8,8,0.9640981312636184,0.009301494159177005,0.6931360691830131,58.32218490816563,8,0.7189476327213057
plantview__langdon_4__19-03-24,26,27,8,8,1.066484426172847,0.014679587509711085,0.7474490153968721,27.941701446435104,8,0.7008531930270605
plantview__langdon_4__19-03-24,27,28,8,8,1.0804491481658554,0.01801839594066826,0.824735404659088,157.22798607172655,8,0.7633264425809758
plantview__langdon_4__19-03-24,28,29,8,8,1.0063721575997857,0.017504006898193265,0.8372054968825363,94.76550606005789,8,0.8319044704886166
plantview__langdon_4__19-03-24,29,30,8,8,0.841039057786246,0.0135889808717394,0.6978440928310065,29.683387341885492,8,0.829740410234749
plantview__langdon_4__19-03-24,30,31,8,8,1.0333604407039185,0.012456808942317968,0.7736904785988353,32.324125721625414,8,0.7487130802799092
plantview__langdon_4__19-03-24,31,32,8,8,1.0631387986631264,0.016506965745155533,0.8137561202713818,93.15864175659867,8,0.765427920883578
plantview__langdon_4__19-03-24,32,33,8,5,0.9927451414619196,0.013836099801851754,0.8118783665848108,1378.9059952197063,5,0.8178114731332115
plantview__langdon_4__19-03-24,33,34,8,8,0.9556087186082951,0.008490361101975473,0.6834999182292584,68.14894007524077,8,0.7152508185826061
plantview__langdon_4__19-03-24,34,35,8,8,1.0019842517319353,0.01015176011302739,0.7516584498625778,42.09439778474467,8,0.7501699238918497
plantview__langdon_4__19-03-24,35,36,8,8,1.0027650797382577,0.017557286807036027,0.8157457872529674,118.27691755331792,8,0.8134964048268353
plantview__langdon_4__19-03-24,36,37,8,5,1.014844204158955,0.012119518682341146,0.8051619568578295,91.86476914903788,5,0.7933847910429778
plantview__langdon_4__19-03-24,37,38,8,8,0.9554831924189097,0.012543658323982165,0.6681903368051592,191.54071803088107,8,0.6993219159758977
wheat3dgs__plot_461,0,1,8,8,1.1809261941499745,0.026478446049608084,1.0789544498827777,15.797518811327288,8,0.9136510437550286
wheat3dgs__plot_461,1,2,8,8,1.1860068640165848,0.009078924059491462,0.9907728094484763,460.43062471803927,8,0.8353853923687086
wheat3dgs__plot_461,2,3,8,8,0.9374381689633805,0.021060259168357798,0.8775293696016646,280.9222125208975,8,0.9360930658200497
wheat3dgs__plot_467,0,1,8,8,1.3736281788458424,0.037707891694497925,1.0295197264637919,24.66610666349492,8,0.7494893758868726
wheat3dgs__plot_467,1,2,8,8,1.052796536208892,0.011318014326338844,0.9782680799386101,415.3987294605746,8,0.9292090601488318
wheat3dgs__plot_467,2,3,8,8,0.961278441561671,0.0206036338769579,0.8969263976829794,939.202735495377,8,0.9330557712558843
